Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
928,1222,198.40916290,134.88694350,34.373918860,45.951343990,29.528491720,1.556169696,3.375713725,0.766198942,0.759410802,0.480331263,0.640940940,4.224155788,0.200753716,0.320157691,18,1092,366.3157,301.2298,3,1891,280.8526,421.6072,85.4631,4597.64,1714.9400,4595.95,4596.15,1713.9200,40.1418,45.1665,23.4213,31.8951,42.8323,59.9273,22.9710,31.9664,52.6532,50.8694,21.9027,31.2191,36.1698,44.0769,17.6791,29.3222,42.8763,59.1106,22.4772,28.0005,27.0533,31.5427,27.0989,31.6429,29200,0.893,0.0003,0.0530,8.25,5670000,0.0220,319,133000,504000,0.0009,5,4,5,5
245,295,77.39696962,63.38447120,17.661927650,21.317042710,16.610052330,1.283382032,1.945682466,0.626786292,0.830508475,0.555555556,0.766320080,2.468485391,0.185623337,0.181047120,115,1127,730.7306,284.0974,59,1542,471.9796,408.6503,258.7510,7278.99,17032.9500,581441.31,601279.91,681.2633,67.3560,53.9760,38.1088,44.1229,94.0136,73.9717,40.1497,45.9409,46.4558,47.9802,44.0136,49.9116,76.9206,57.9244,44.2449,41.1318,96.0363,75.1944,70.9524,54.1328,84.1678,54.7153,84.0227,62.4718,42100,0.843,0.0013,0.0347,6.74,995000,0.0105,573,126000,463000,0.0022,5,4,3,2
84,88,35.31370850,34.51872876,10.341765890,10.918368310,10.070280470,1.084216904,1.181401466,0.386415838,0.954545455,0.840000000,0.885889519,0.451989006,0.162168637,0.022511930,286,1112,729.3929,295.0667,194,851,380.6875,175.8889,348.7054,2540.35,1003.3700,2536.43,2536.60,1002.7500,58.5800,50.3634,51.4200,56.1580,107.5300,62.2771,71.0000,50.9642,74.4300,56.7574,93.2600,51.4861,68.7500,60.8679,50.7800,55.3486,111.8600,62.3538,82.0200,58.9024,115.8000,61.7944,91.3600,59.8401,73000,0.642,0.0067,0.0389,5.10,8520000,0.0204,525,89200,293000,0.0098,2,3,4,2
765,826,116.22539670,105.18457890,31.209425690,32.279305140,31.255933460,1.032741677,1.405176168,0.249804267,0.926150121,0.642857143,0.868894712,1.546336661,0.164723877,0.094994882,83,1209,823.3516,337.2327,64,650,202.9741,90.0590,620.3775,9283.81,83259.7400,687553.10,629823.61,106.3076,65.4218,49.4241,51.2672,48.4128,119.7647,96.2251,28.6311,31.7340,37.7992,34.0316,33.0319,32.6939,41.4748,46.4478,24.4672,33.6032,120.6983,97.2466,46.4034,43.2530,82.3958,53.3616,38.4992,38.2887,40700,0.875,0.0005,0.0546,7.76,-646000,0.0237,569,163000,613000,0.0011,5,5,5,3
115,118,40.04163056,39.35961317,12.100518490,12.519282600,11.810681110,1.059996666,1.109470615,0.331659407,0.974576271,0.737179487,0.932837640,0.480803823,0.159542369,0.017032708,164,1022,571.0435,313.8958,138,361,204.2927,51.1264,366.7508,6618.36,6618.9600,4264.87,3174.49,1837.6200,90.2500,61.8511,49.5000,51.5110,102.5000,68.4137,64.9551,59.8981,61.1731,50.9821,81.2436,56.9699,78.2821,57.8303,53.5833,56.3282,103.9808,68.7289,79.2308,55.5962,92.3333,50.1775,86.1731,59.1152,81300,0.611,0.0041,0.0444,5.61,7240000,0.0232,392,102000,329000,0.0054,2,3,3,2
825,915,123.78174590,112.20955560,32.410224070,37.067930660,29.389004560,1.261285682,1.477914791,0.609427513,0.901639344,0.644531250,0.823387231,3.485474664,0.169324122,0.093488666,50,1222,867.7164,314.1626,32,1047,262.7868,234.7048,604.9295,4737.73,1669.6400,4727.39,4727.25,1666.5700,48.3172,42.3718,31.8656,34.2603,127.2266,99.3585,35.0344,36.9221,48.0656,35.9789,40.5805,43.2418,29.7273,26.0591,14.9219,23.8229,127.9516,98.5541,24.6531,34.5678,32.5609,30.7210,27.0836,37.5054,42600,0.871,0.0005,0.0570,7.82,4460000,0.0260,647,163000,611000,0.0014,5,3,5,5
115,118,40.38477631,39.37552780,12.100518490,13.001142070,11.380907800,1.142364238,1.128567811,0.483439921,0.974576271,0.798611111,0.932083731,0.509946132,0.160808745,0.024990816,12,3300,1328.1300,1137.4800,3,964,340.3333,313.3382,987.7928,16113.70,25680.2900,3196928.09,3219676.12,979.3110,100.8125,63.0482,51.6319,50.7267,91.0486,71.0216,65.6181,48.0929,81.4167,58.3517,54.2153,44.7637,78.4028,60.8456,61.7986,55.1391,93.6736,72.1387,78.6458,56.5284,111.8264,64.2345,84.7014,63.0038,1020000,0.616,0.0045,0.0196,5.52,105000000,0.0015,1240,1300000,4180000,0.0091,1,3,1,1
102,111,41.45584412,39.72609432,11.396070970,13.961934010,9.752502429,1.431625792,1.340792245,0.715603656,0.918918919,0.603550296,0.812191232,1.133710280,0.176090832,0.041725113,182,2035,936.3725,534.4731,132,1107,448.0149,307.6443,488.3576,5149.75,5147.4800,3639.64,2666.25,2011.9500,59.7692,49.6375,42.4852,53.8293,91.6450,68.9976,42.9822,58.8890,41.8107,57.4582,48.8225,59.2357,76.2367,59.6824,68.3491,63.8588,93.3077,69.4074,77.4734,57.7581,80.9882,52.6260,84.8047,65.2608,156000,0.741,0.0037,0.0215,5.70,37100000,0.0072,665,277000,962000,0.0052,1,1,1,1
125,129,43.21320344,42.13407736,12.615662610,13.707458950,12.058503220,1.136746303,1.188811636,0.475522123,0.968992248,0.744047619,0.884815864,1.997863708,0.165317632,0.024972138,166,1148,674.2560,368.8237,182,728,306.9767,165.7766,367.2793,5177.42,3788.7100,583373.76,581749.20,191.5085,44.2321,57.8257,37.0238,57.7777,108.4643,71.5508,54.4345,50.7287,73.2679,49.9328,56.3988,49.3548,78.9762,60.4359,43.9643,43.6079,106.8214,70.0320,85.5179,57.9389,76.4464,52.6014,79.9167,61.4848,81000,0.724,0.0038,0.0451,5.69,10200000,0.0206,459,137000,471000,0.0059,3,3,4,2
83,87,35.55634919,34.50237042,10.280023450,11.942717930,9.166219220,1.302905554,1.212122098,0.641030578,0.954022989,0.754545455,0.876173451,0.701380811,0.168660708,0.029642491,8,1015,410.4337,306.2597,28,349,110.1852,75.5661,300.2486,1046.72,2987.7900,228293.44,220040.97,95.9708,38.3909,54.7319,39.5091,56.2753,105.5545,70.0489,47.5818,51.5236,60.3273,47.1436,66.4364,57.4689,71.4000,55.6602,34.9182,55.6384,102.6364,71.9103,58.6455,51.9879,94.5000,61.9849,88.7818,61.0521,71800,0.636,0.0060,0.0271,5.22,19800000,0.0060,361,91000,297000,0.0070,4,2,1,2
235,270,68.18376618,61.33506443,17.297725080,20.518489270,16.130848870,1.272003069,1.574288221,0.618020954,0.870370370,0.691176471,0.784982680,2.665221905,0.180464367,0.100444756,59,1156,581.8638,302.5951,47,740,230.7143,170.2510,351.1495,2463.56,3996.1300,399340.32,428065.04,168.1375,49.3412,40.9283,38.6206,45.1846,97.9088,72.3909,62.8559,49.2889,63.0735,48.9545,76.0794,57.2292,55.1735,47.6668,39.4235,52.1045,97.7735,72.9067,53.5559,50.5330,63.7059,55.1471,55.6882,53.8502,41700,0.802,0.0018,0.0364,6.46,2970000,0.0124,452,101000,363000,0.0029,5,4,4,4
153,164,50.04163056,47.05008642,13.957279480,15.601502080,12.747988020,1.223840346,1.302451649,0.576495897,0.932926829,0.780612245,0.868521240,0.966287870,0.164726879,0.059781108,3,581,253.4276,109.5750,12,592,165.2093,127.5953,88.2183,5069.64,1675.7700,5069.10,5069.16,1675.7100,58.2857,50.2818,86.2092,65.3828,115.1276,63.1668,87.6990,50.5487,99.8571,64.0594,105.0000,58.5726,107.1888,62.0493,75.9388,54.2866,120.7908,68.6365,102.2806,57.0375,89.6071,57.5725,101.9643,58.1298,16200,0.425,0.0032,0.0374,5.86,-338000,0.0149,243,13900,39500,0.0049,4,4,4,3
75,76,32.72792206,32.47598616,9.772050238,11.953503010,8.103518391,1.475100374,1.136490310,0.735135712,0.986842105,0.852272727,0.893606733,1.714608864,0.171572148,0.007697889,122,921,454.6933,265.1447,117,721,292.3846,174.1386,162.3087,5789.28,5788.1200,3235.50,3852.85,1980.5000,59.5909,64.0841,48.8295,54.1223,114.3523,64.9300,90.3750,65.9974,86.6591,53.2079,82.5000,64.6248,67.2045,55.9653,53.6364,61.4434,118.9318,67.5589,82.1364,59.4798,86.5000,51.7603,92.5114,55.1385,46900,0.715,0.0078,0.0421,4.95,8730000,0.0168,336,65300,224000,0.0107,2,2,3,2
63,64,29.79898987,29.44269870,8.956231982,9.948904883,8.204515599,1.212613318,1.121637890,0.565621175,0.984375000,0.700000000,0.913261572,1.024352724,0.162329482,0.011956485,222,2966,1334.6500,816.1257,52,1236,572.8519,366.5826,761.7989,5027.60,5035.2400,4632.02,3217.05,1884.6700,108.2000,60.9223,82.8444,57.0663,107.9667,69.6938,89.2333,68.2772,111.5556,51.1638,107.3333,61.0680,93.1778,60.1568,58.1333,56.8068,106.8222,67.0895,75.9667,58.3922,93.2444,59.1272,76.5556,48.7512,728000,0.488,0.0075,0.0140,4.98,240000000,0.0050,1160,676000,2000000,0.0085,1,1,1,1
53,54,27.79898987,27.62084429,8.214724333,9.416179335,7.436171341,1.266267129,1.160305356,0.613463876,0.981481481,0.662500000,0.872995157,0.658095122,0.166620767,0.006408347,64,2384,786.2264,639.9735,29,510,183.3704,117.2257,602.8560,3738.79,1434.1500,3738.88,3738.59,1434.0800,98.0125,71.6340,117.4000,69.2061,101.9250,71.2943,78.8750,56.4717,95.7000,70.3574,73.7000,61.1947,104.7250,68.0422,76.4625,67.7249,109.6375,73.5933,125.2625,68.7943,128.5625,62.2534,99.7375,60.3892,427000,0.488,0.0086,0.0141,4.85,147000000,0.0019,627,388000,1150000,0.0086,1,1,1,1
169,173,48.87005769,47.43628592,14.668929170,15.274636180,14.188854280,1.076523578,1.124576839,0.370290459,0.976878613,0.754464286,0.943789654,1.037819254,0.159752748,0.029338450,50,1506,825.8693,405.7741,8,1809,402.1304,411.1359,423.7388,4473.73,2094.8700,4476.91,4477.80,2093.4400,87.1920,70.4112,84.3393,58.9990,111.4107,73.3192,53.8705,48.9864,78.5357,64.4679,50.2009,52.0460,64.4330,61.8994,57.1250,56.1220,112.0446,74.8256,52.3750,51.6719,65.5402,50.1350,46.4866,49.8397,222000,0.496,0.0038,0.0489,5.90,-32600000,0.0064,706,221000,661000,0.0297,2,4,4,4
94,94,37.11269837,36.93455279,10.940041920,12.070006000,10.259388330,1.176483979,1.166023616,0.526798298,1.000000000,0.602564103,0.865908550,0.579629455,0.165075417,0.004800125,30,2802,816.8571,792.3781,1,800,253.0526,200.8983,563.8045,4711.08,2139.9700,4705.90,4704.98,2138.4900,86.5769,66.4682,77.2949,64.5550,80.3910,71.1475,86.7628,58.1227,108.3718,66.5005,84.1154,50.2777,57.8846,61.7227,54.1410,60.7175,76.8077,70.1034,88.2500,55.6048,86.9615,64.3038,98.6282,59.7726,505000,0.536,0.0041,0.0194,5.60,-62800000,0.0027,642,530000,1620000,0.0073,1,1,1,1
228,229,56.76955262,55.70067911,17.038151780,18.757004800,15.642698210,1.199090115,1.124828295,0.551816318,0.995633188,0.712500000,0.923471997,1.750629492,0.162788533,0.018828288,224,1150,763.2851,301.0249,168,665,280.4891,94.6366,482.7960,5255.28,2234.8400,5254.88,5254.67,2234.4200,74.1094,43.1123,57.1906,52.2299,116.8500,76.7334,38.1063,50.3694,45.6719,46.1853,39.9906,47.3277,48.0125,41.6312,29.1531,41.8932,118.1937,78.2814,49.2031,48.6715,61.8125,44.9409,64.5687,55.6746,49800,0.783,0.0019,0.0383,6.39,-1500000,0.0135,502,114000,406000,0.0036,4,4,3,2
61,62,29.21320344,29.03505785,8.812923024,9.303547833,8.548890053,1.088275528,1.113316555,0.394525608,0.983870968,0.677777778,0.909273026,0.316646865,0.160832845,0.006098119,151,1953,793.7541,568.7031,184,450,256.2069,61.0628,537.5472,5292.97,7010.5800,790259.39,827676.10,605.9399,96.5778,61.0259,94.4222,71.4648,100.5111,66.4060,72.2444,61.8449,83.3111,59.1727,70.8667,50.7145,115.7111,63.8679,83.8556,69.8093,99.7667,69.3545,109.1222,68.2362,84.6222,49.0949,127.2333,66.3086,341000,0.478,0.0075,0.0220,4.99,57200000,0.0064,557,315000,925000,0.0092,1,1,1,1
165,180,51.45584412,49.43094995,14.494292840,17.454670380,12.550696130,1.390733247,1.276955038,0.694963357,0.916666667,0.693277311,0.848586063,2.023736256,0.174060161,0.039352074,22,1137,597.2242,383.5789,7,868,224.0822,210.5016,373.1421,4665.30,4669.0700,2708.26,2744.31,1745.6500,46.0546,51.9714,39.8151,53.2960,97.2731,75.9923,72.4034,59.1233,91.4286,54.7630,63.8782,59.5801,50.8571,56.7653,42.4412,48.2651,100.9664,74.7645,65.4328,52.6959,82.4118,51.2599,58.4244,53.0664,71200,0.774,0.0026,0.0321,6.08,2310000,0.0120,511,147000,520000,0.0045,3,4,4,4
232,240,60.52691193,57.91339582,17.186959430,21.437220280,14.016261800,1.529453472,1.256606162,0.756642930,0.966666667,0.703030303,0.869240168,3.735660082,0.176008443,0.043179406,174,1206,708.8922,317.4039,128,905,248.9694,137.6130,459.9229,5378.23,2242.3200,5372.32,5372.55,2241.3600,65.4970,46.3781,42.0515,46.3558,110.3091,75.5645,37.7424,43.5082,37.6636,47.6129,38.6424,43.9566,66.8212,48.1182,65.8242,51.7558,109.0242,73.2325,67.9061,59.8937,104.1697,58.1790,68.0364,65.3489,54000,0.778,0.0018,0.0314,6.43,4190000,0.0102,486,120000,426000,0.0027,2,4,5,4
658,691,103.39696960,98.45576042,28.944630250,35.164749750,24.389982070,1.441770218,1.292944442,0.720368250,0.952243126,0.648275862,0.853008769,4.494762036,0.173704805,0.047788724,351,1296,1073.0000,187.8308,100,1024,345.8263,188.0154,727.1737,7066.93,7062.3100,4189.96,4068.84,2065.5800,22.6079,24.2642,20.7921,26.4431,141.4286,94.2812,61.1842,57.0350,68.8729,48.5621,62.1744,53.1154,22.5901,34.5933,17.9182,33.5456,140.1350,94.3219,41.1458,49.9611,49.7823,51.3692,41.6020,48.6485,33100,0.889,0.0006,0.0614,7.59,6760000,0.0284,749,148000,561000,0.0015,5,4,5,3
59,60,28.97056275,28.61427158,8.667244841,9.833529539,7.806402716,1.259674897,1.132014493,0.608106282,0.983333333,0.737500000,0.905516746,0.852395170,0.164164788,0.012298386,135,2089,976.5424,484.1687,43,1313,385.5238,351.1082,591.0186,4004.07,1101.5100,3998.92,3997.23,1099.1400,66.4750,51.9791,57.9500,60.9447,119.3125,67.0132,102.1375,66.5571,76.7875,65.8777,101.3250,67.2702,53.1750,61.8008,42.0375,60.6948,115.1625,62.3379,105.0375,58.7868,108.0625,66.5380,93.9500,58.9009,228000,0.565,0.0086,0.0151,4.85,14100000,0.0025,813,230000,718000,0.0086,1,3,2,2
170,175,49.45584412,48.05263731,14.712264360,15.944393750,13.778075410,1.157229387,1.144923455,0.503263658,0.971428571,0.755555556,0.925175937,0.718888520,0.162276613,0.028372922,-605,41,-135.9176,158.9129,-634,26,-277.1091,198.5232,141.1914,16329.51,19408.3600,11201.63,12911.06,3120.6100,53.7867,71.0555,40.5600,58.8603,50.2089,69.9164,52.6578,57.2142,45.5289,64.3876,53.6711,62.8004,49.5778,59.8408,46.1689,54.8792,46.7644,65.4682,84.3200,74.2781,59.6444,66.0393,67.1467,64.8590,17600,0.684,0.0027,0.0488,6.01,1040000,0.0162,483,28100,95100,0.0048,3,2,4,2
119,125,42.14213562,41.03196183,12.309163490,12.708177500,12.263728240,1.036240958,1.187616589,0.262152296,0.952000000,0.826388889,0.888203052,0.624714370,0.162410787,0.026343558,175,1040,596.1176,274.3854,137,342,236.7600,58.6773,359.3576,2955.62,3479.3300,419528.12,471075.63,246.2839,63.3819,48.6602,42.8542,48.8986,112.4583,68.1156,112.8056,56.3290,118.8681,58.3235,93.8403,57.9345,60.2708,48.3426,56.8542,53.6497,112.2083,66.4624,104.0625,63.6936,92.5694,49.7651,104.2986,69.7250,58400,0.665,0.0045,0.0327,5.52,8730000,0.0113,441,82700,275000,0.0074,3,4,3,4
83,90,37.79898987,36.79598773,10.280023450,12.832703130,9.264786587,1.385105098,1.369848163,0.691927619,0.922222222,0.638461538,0.770348118,2.574274401,0.186632435,0.026535157,150,1081,713.6988,298.2394,75,1376,750.8723,514.2120,37.1735,5146.28,2313.8300,5144.94,5145.86,2312.0800,65.3846,46.3427,77.8077,60.1618,117.8769,66.7946,99.3000,66.2717,56.6077,50.1365,131.5538,81.2719,87.2231,61.4626,65.0615,62.0415,112.5538,70.0447,68.8538,73.0100,72.1231,77.6562,68.4923,61.3343,68800,0.852,0.0050,0.0276,5.41,-14800000,0.0111,668,129000,478000,0.0063,3,2,1,2
280,352,87.74011537,70.66077915,18.881394880,23.267337870,17.463328990,1.332354094,2.187905232,0.660812270,0.795454545,0.608695652,0.704711002,4.039978389,0.188319242,0.194658238,153,1016,394.6786,145.3094,131,703,242.4833,69.9304,152.1952,3732.82,7026.3500,119594.35,161038.23,767.4882,92.6109,55.6130,61.3913,50.8099,111.4087,76.0136,75.5826,47.0082,56.5957,47.0028,90.3087,52.0592,59.2804,50.6722,46.9783,46.1180,107.0413,72.2855,81.4326,45.9965,83.6957,48.7569,98.3957,58.1585,20900,0.505,0.0013,0.0443,6.78,-562000,0.0176,214,21000,63100,0.0026,4,4,3,2
153,163,48.62741700,46.75650062,13.957279480,16.072167460,12.485546010,1.287261883,1.229875380,0.629694700,0.938650307,0.735576923,0.879462437,1.558802598,0.168111421,0.038474517,-850,-48,-449.3856,224.7963,-913,-117,-611.0727,223.0135,161.6871,14611.27,2515.9700,25453.29,23786.60,1814.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24700,0.794,0.0030,0.0294,5.93,2780000,0.0114,448,52500,188000,0.0035,1,5,3,2
113,117,42.04163056,41.20873353,11.994835080,14.480828690,10.532679570,1.374847549,1.244717500,0.686263122,0.965811966,0.684848485,0.836199248,2.941508823,0.175865637,0.019811245,96,984,542.1593,256.3358,48,618,208.0577,126.1912,334.1016,3331.66,2272.6500,329674.53,350697.36,78.2735,79.8242,60.9370,73.5697,62.2382,110.1030,71.8916,58.3333,59.3341,48.9273,60.1940,77.2788,56.6424,60.8424,49.1423,38.7939,51.0017,108.0788,69.3010,76.1212,59.6147,66.2303,56.7033,86.2242,66.4379,49600,0.683,0.0038,0.0274,5.67,207000,0.0110,427,75500,254000,0.0054,2,2,2,3
89,91,35.55634919,35.12626770,10.645107770,12.639088340,9.088618202,1.390650159,1.130406001,0.694918905,0.978021978,0.809090909,0.906433311,0.756331924,0.168316621,0.012095772,20,2917,1063.2900,874.9020,3,599,184.9524,122.2058,878.3398,6883.08,8084.5200,1892859.43,1905500.45,333.2465,87.0000,58.1556,53.5000,52.6220,100.7545,69.1965,66.4000,57.9918,76.1091,45.5449,76.7818,54.2555,111.9455,57.9737,53.9636,54.7262,97.9091,69.1174,84.6364,50.8254,109.3364,58.2176,83.7727,56.3701,712000,0.569,0.0060,0.0131,5.22,163000000,0.0085,1030,792000,2480000,0.0060,3,1,1,1
264,269,62.04163056,60.89409663,18.333991380,21.538118100,15.873414880,1.356867332,1.160252775,0.675901763,0.981412639,0.838095238,0.894671096,3.071069290,0.168842132,0.018496192,47,1489,898.1818,404.2500,76,1157,228.7451,175.0704,669.4367,15339.02,7009.3600,1069855.32,1070923.99,352.0157,73.5206,60.6582,51.3143,53.9317,131.4032,74.9382,44.3143,40.1597,82.7714,45.6912,44.8635,45.2931,32.4857,47.0113,22.3651,45.9716,134.9778,76.9519,44.7841,41.0932,73.7683,46.9314,45.8667,43.3140,91400,0.778,0.0019,0.0300,6.38,-5370000,0.0102,792,189000,671000,0.0036,5,5,4,2
143,144,44.04163056,43.64060913,13.493452300,14.299122820,12.827888720,1.114690277,1.079396182,0.441806877,0.993055556,0.785714286,0.943548642,0.396625215,0.160119308,0.009105508,277,2531,867.0769,525.2666,177,476,305.9487,73.3861,561.1282,14359.49,10104.3800,1169084.25,1114422.88,687.4988,85.0989,59.0141,45.5165,52.2620,100.2253,67.2827,58.1429,56.4048,78.1868,56.9919,52.7802,55.1821,63.9011,62.9162,59.7088,55.1417,96.2143,65.4067,94.5495,55.7596,89.7692,58.9064,105.6099,60.9345,220000,0.630,0.0034,0.0173,5.79,-18000000,0.0065,641,291000,944000,0.0043,1,1,1,1
449,482,87.25483400,80.69798220,23.909925880,27.528131650,21.209472060,1.297916873,1.349344329,0.637481857,0.931535270,0.723027375,0.866424758,2.049471202,0.167730104,0.075146001,220,1095,906.0423,223.6883,181,994,342.4477,159.7148,563.5946,14917.02,21487.9400,860777.18,754706.22,100.5240,42.5556,45.3349,28.2367,40.2971,152.4058,86.2421,58.9823,48.8467,57.2963,36.7382,58.0435,43.4478,43.2528,42.4297,41.7343,41.2627,152.0016,85.9171,72.7037,58.4852,67.8712,42.5392,66.9533,56.3117,41100,0.791,0.0010,0.0887,7.02,1790000,0.0494,605,99100,356000,0.0032,4,3,5,2
235,239,57.45584412,56.37280530,17.297725080,18.672972880,16.184125210,1.153783268,1.117868434,0.498805583,0.983263598,0.815972222,0.929262543,1.039235293,0.161685946,0.018849933,144,3269,1547.8600,1130.4200,100,1660,360.4906,288.0185,1187.3700,42480.13,28328.7400,3900075.49,3772909.54,1260.3100,51.9722,52.7275,49.8333,48.7654,99.1979,79.9014,39.0903,34.2657,59.1979,50.3131,35.0313,41.0229,26.5556,39.2329,18.0625,36.8233,100.5764,78.7829,52.6042,48.9893,67.4514,49.3339,40.6007,45.7495,490000,0.821,0.0021,0.0177,6.29,35100000,0.0063,1320,1280000,4650000,0.0025,5,5,1,1
61,61,28.72792206,28.54977648,8.812923024,9.449598261,8.335744253,1.133623822,1.076635582,0.471011930,1.000000000,0.847222222,0.940446889,0.530122557,0.159951714,0.006201130,28,887,383.9344,255.3525,36,385,125.1818,102.5444,258.7526,5783.72,1272.8700,5783.38,5783.42,1272.8400,58.2222,56.2605,72.4306,66.3265,107.4306,65.8472,58.3472,52.7509,75.2778,53.1348,72.4722,52.4343,66.8333,60.5301,42.7639,62.7439,107.5694,67.7753,79.8194,58.6658,78.4028,55.1190,98.7222,61.2980,56700,0.633,0.0099,0.0383,4.71,-2690000,0.0169,344,63900,209000,0.0135,2,1,4,2
99,107,41.21320344,39.11498482,11.227230960,15.290611530,8.479909256,1.803157448,1.365298733,0.832128586,0.925233645,0.707142857,0.813127645,2.024511612,0.191316285,0.050911321,139,2145,882.9899,566.1629,121,831,320.3415,194.3931,562.6484,8621.26,4876.7900,1062281.49,1012873.62,412.2892,95.1714,56.4375,81.4929,59.0520,107.6214,63.9209,78.3643,71.0903,60.4286,61.0966,77.6786,71.6981,81.0357,59.6641,81.2000,60.2557,98.6929,68.2069,97.8071,67.1593,118.4571,52.0677,103.9071,72.3324,308000,0.532,0.0046,0.0170,5.49,-50200000,0.0037,683,319000,974000,0.0058,1,4,1,1
100,107,39.79898987,39.04318217,11.283791670,14.575794180,9.185907173,1.586756094,1.260474996,0.776419385,0.934579439,0.714285714,0.824364820,1.560001403,0.183855000,0.018990625,104,793,403.6100,224.6238,81,532,142.7250,112.2799,260.8850,1349.86,4369.3800,189892.99,192552.73,102.0455,47.9286,46.5300,36.9214,49.0319,107.7214,70.9950,40.4000,59.8191,55.5071,57.0382,40.5143,58.1613,82.9857,61.3294,58.7143,51.3280,112.5857,71.5874,80.2500,56.0547,103.8000,68.0440,66.6500,62.5275,37200,0.691,0.0047,0.0417,5.47,4680000,0.0176,271,52100,176000,0.0078,2,3,2,3
213,223,56.52691193,54.86216821,16.468151780,17.613126040,15.841631070,1.111825289,1.193771080,0.437081536,0.955156951,0.696078431,0.889290254,1.167393517,0.163882869,0.029450463,96,1124,745.0892,366.6121,81,592,148.2043,69.0961,596.8849,4150.77,7378.1300,616437.78,600619.05,130.2274,23.8366,37.4181,15.3987,37.2285,113.0850,82.7912,44.6405,38.4778,64.6078,47.4882,53.9935,39.4606,66.0915,54.6993,46.1144,42.5084,113.0588,84.1570,62.6634,53.2761,77.7059,49.8441,60.4183,55.2396,69100,0.805,0.0020,0.0618,6.34,13000000,0.0299,525,169000,609000,0.0036,4,4,4,2
181,186,51.79898987,50.61715401,15.180789100,17.084646690,13.830389270,1.235297601,1.179652636,0.587090196,0.973118280,0.819004525,0.887754726,2.194345993,0.165917871,0.022815809,17,617,288.7956,152.4417,3,832,164.8974,142.7032,123.8981,4007.35,4007.0800,2577.11,2164.35,1403.6000,111.6697,56.4887,77.9095,58.5540,117.5339,68.2471,77.9276,55.9066,87.6787,54.1209,66.8235,52.8783,107.4163,63.4371,70.3032,60.4095,114.5747,66.4913,118.6516,54.1120,94.5068,56.6813,99.7873,56.4417,25800,0.471,0.0028,0.0263,6.00,733000,0.0096,283,24300,71600,0.0034,2,4,4,3
203,221,61.69848481,57.45047640,16.076928420,23.152177540,11.585244970,1.998419335,1.492255182,0.865796954,0.918552036,0.604166667,0.772891682,3.018724957,0.205534039,0.068851098,26,1821,767.6881,465.1495,51,575,188.1128,85.5057,579.5753,5472.72,1712.6300,5471.07,5470.47,1712.1000,68.9435,51.1531,66.3125,57.4127,87.9762,72.4765,98.7679,53.3269,69.8720,54.6061,74.1101,47.9868,49.6220,50.3983,54.4167,50.3853,86.5833,74.7395,78.0179,53.3359,78.3095,61.2226,59.7887,47.8996,141000,0.690,0.0018,0.0261,6.45,-16900000,0.0105,580,224000,755000,0.0029,2,3,4,4
433,464,83.01219331,78.50342433,23.480049460,26.361393410,21.417256880,1.230848262,1.266444077,0.583033895,0.933189655,0.724080268,0.882918381,1.788936742,0.166130960,0.054314539,86,1369,910.9492,373.9885,53,973,203.2727,170.3890,707.6765,10175.06,22147.5500,1003852.61,944151.15,500.8360,63.6973,43.5155,53.5719,49.2874,138.2090,89.1477,43.8144,42.6692,57.9582,45.8902,45.1773,43.5136,36.4398,38.8610,25.1522,38.9204,138.3043,90.5611,58.4599,44.6843,84.0987,51.1241,49.0769,42.8409,92800,0.765,0.0010,0.0334,7.06,1160000,0.0110,714,200000,706000,0.0017,5,5,5,2
