Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
70,70,30.72792206,30.72792206,9.440697439,9.874826579,9.200453481,1.073297811,1.073392314,0.363208583,1,0.864197531,0.931625825,0.523488699,0.160262391,4.44E-16,130,1041,551.2714,343.2479,131,348,210.1818,73.5525,341.0896,6258.82,4459.96,388729.66,399715.27,567.0368,84.3086,53.8537,72.679,66.1846,109.1852,66.0761,76.1481,47.6917,101.8272,59.9841,98.7901,48.4228,57.5062,59.2297,42.8272,57.8664,114.2593,66.9451,110.6667,71.5273,111.9136,60.3828,98.2593,65.2209,107000,0.589,0.0086,0.0449,4.85,14900000,0.0181,422,116000,367000,0.0125,3,3,5,2
85,87,34.38477631,33.95469482,10.4031419,11.46728851,9.604875619,1.193902864,1.106887842,0.546300773,0.977011494,0.772727273,0.926465234,0.476957933,0.162562996,0.012507904,234,914,555.7294,203.6075,230,593,417.64,121.2617,138.0894,5026.36,4395.03,296709.4,344165.98,335.317,61.0455,52.4253,54.8636,52.2103,111.4636,64.9352,90.6091,54.649,101.7636,49.548,105.2,62.5797,65.3,53.9882,67.9,55.5159,114.2091,62.5979,67.4455,63.5686,61.1273,60.8878,82.2636,59.5273,29000,0.682,0.006,0.0312,5.22,3180000,0.0102,318,39600,133000,0.0073,3,3,3,2
70,71,31.55634919,31.1262677,9.440697439,11.08481774,8.21084479,1.35002159,1.132049982,0.671804067,0.985915493,0.777777778,0.907933013,0.610205413,0.167521866,0.013629,157,899,476.3429,248.7256,158,399,213.2,64.0777,263.1429,6069.59,6067.61,2512.71,5031.37,1801.8,97.0667,61.4616,92.7778,61.8016,110.0333,65.9393,79.0778,53.2628,91.6889,47.344,88.3444,54.0117,62.7333,55.5879,38.5111,54.9129,113.3444,68.5326,115.2667,67.8576,115.3222,59.5371,121.2,65.8598,48700,0.663,0.0076,0.0411,4.98,-216000,0.0192,290,61300,204000,0.0103,2,3,3,2
74,76,32.38477631,31.80560929,9.70668462,10.33380774,9.271115967,1.114623932,1.127821111,0.441698434,0.973684211,0.747474747,0.919251071,1.164963998,0.160535901,0.017883928,239,976,630.4054,245.299,208,644,315.56,111.9662,314.8454,4508.66,4507.52,3097.01,2565.69,1960.8,81.1313,59.3964,68.7879,61.8928,115.202,66.3846,105.1919,64.944,79.2323,54.0987,122.4242,53.7268,67.9495,48.8138,89.2626,60.2904,109.1414,63.464,97.7172,55.0354,110.0404,65.3259,112.8687,52.8964,64500,0.541,0.0068,0.0264,5.09,477000,0.007,386,67400,208000,0.0083,2,3,3,2
180,185,51.45584412,49.97734209,15.13879513,16.88166844,13.79034862,1.224165458,1.170542118,0.576803346,0.972972973,0.756302521,0.905599258,2.279323609,0.164061728,0.028733413,148,1090,720.1556,302.1414,158,653,339.7931,130.2187,380.3625,6455.08,6455.93,4096.82,3384.43,1815.32,55.8992,42.7281,56.7983,56.7859,121.4286,74.7716,96.584,61.608,89.1008,48.2966,110.3697,68.4204,48.2689,53.1021,35.9664,50.1529,122.1639,74.1086,53.3866,52.0748,61.8529,47.4825,52.6429,55.6679,53000,0.74,0.0026,0.0425,6.08,5330000,0.0209,521,98000,341000,0.0037,2,3,5,2
66,67,30.627417,30.27112583,9.166995688,9.487704091,9.105442928,1.041981611,1.131011299,0.280992941,0.985074627,0.66,0.905100183,0.465211943,0.161230069,0.011633079,126,1000,511.0152,261.9267,133,446,204.8824,75.8778,306.1328,6044.59,1333.38,6044.75,6045.01,1333.19,100.17,70.8523,96.81,71.7332,110.87,68.4797,91.27,62.2843,87.59,60.9753,98.8,52.6012,131.11,56.0321,88.04,65.8241,103.52,66.8973,94.73,63.6445,100.51,63.4093,110.54,66.5518,68600,0.547,0.0067,0.0286,5.11,6680000,0.0125,322,72200,223000,0.0069,2,3,3,2
127,139,45.69848481,43.88904273,12.71618741,14.5658388,11.74038455,1.240661134,1.30854908,0.591885761,0.913669065,0.610576923,0.828516893,1.876185452,0.170931901,0.039595231,213,1236,758.126,295.5269,202,743,322.9136,109.8435,435.2124,4413.56,4415.17,2736.96,2547.92,1786.72,66.0913,48.4907,62.6635,52.8483,107.3413,73.9874,62.601,53.3427,60.2308,54.7723,73.4856,55.7537,61.1058,61.4441,50.2212,53.7396,108.3029,74.8586,93.1538,61.2744,69.1587,56.0401,73.4904,51.5247,65500,0.699,0.003,0.0356,5.93,6810000,0.0132,426,105000,357000,0.0047,2,3,4,4
99,100,37.21320344,36.60497636,11.22723096,11.99345521,10.7405379,1.116653125,1.11313812,0.444994608,0.99,0.75,0.928463418,0.609417206,0.161954202,0.016344389,180,1053,575.7273,308.4483,157,1179,352.6364,230.1316,223.0909,5639.43,5635.76,2422.78,3817.56,1686.47,94.9394,63.8366,62.8106,54.3039,108.4773,69.4269,111.0379,62.483,102.9167,56.497,114.4167,55.9591,69.0985,49.3147,47.3712,47.1409,105.553,69.8752,87.8712,56.4449,114.3106,59.7731,87.6212,52.5571,78600,0.604,0.005,0.0345,5.41,-4290000,0.0094,394,95700,306000,0.008,2,3,4,2
141,152,47.21320344,45.21995146,13.39876023,14.12212138,13.20316427,1.069601278,1.258050169,0.354837929,0.927631579,0.774725275,0.866500451,0.884021108,0.164490777,0.042218105,94,1081,752.9787,308.1608,116,934,442.4146,288.5348,310.5641,4774.29,1712.89,4772.87,4773.61,1712.48,49.2033,46.0801,52.9341,54.0433,126.0495,70.1823,67.522,47.7964,89.044,56.861,67.9121,54.2992,46.2637,55.7226,38.7198,54.6079,125.2582,70.8217,64.0275,59.0517,66.5,53.1551,56.2692,55.5711,60500,0.748,0.0035,0.0412,5.77,9480000,0.0188,628,102000,355000,0.0053,2,3,4,2
379,512,112.3675324,90.56095513,21.96719799,37.7161514,16.59893936,2.272202493,2.651139701,0.897947974,0.740234375,0.433142857,0.580720404,4.771119535,0.279578858,0.194064751,4,1550,796.1126,420.2974,1,1020,146.5164,139.6079,649.5962,4540.79,4539.32,3286.67,2272.17,1691.18,33.5223,42.1315,32.4389,41.7945,80.7451,85.7382,40.9703,45.7192,43.3051,53.4228,41.8731,49.2888,31.6137,44.3182,24.1954,41.6675,81.1097,87.7647,44.7486,51.8506,46.8937,51.4828,42.7314,55.2534,123000,0.693,0.0007,0.036,7.45,-2360000,0.0116,444,199000,673000,0.0019,3,4,5,2
70,73,32.97056275,32.41272801,9.440697439,11.90704023,7.808582309,1.524865815,1.235790396,0.754938661,0.95890411,0.729166667,0.8372916,2.380899223,0.17864723,0.016919175,1,2418,850.2319,802.1291,17,897,254.4231,252.4173,595.8088,3442.19,1667.68,3445.57,3443.85,1665.31,80.4688,70.4525,73.8854,65.7819,97.7708,73.1357,102.1458,63.0355,100.1354,65.2839,100.9688,67.0994,95.75,77.7583,95.3229,68.4389,101.5208,76.3031,108.8854,62.9795,125.4688,74.106,85.7813,54.5207,553000,0.576,0.0071,0.0194,5.05,262000000,0.0094,761,611000,1920000,0.0085,1,1,5,1
65,67,30.627417,30.19733551,9.097283683,9.689458486,8.79214257,1.102058845,1.148411473,0.420284114,0.970149254,0.65,0.895748258,0.501492214,0.162039144,0.014042369,263,1025,695.5846,277.6314,258,916,415.0286,174.8222,280.556,3362.75,1705.49,3364.93,3364.33,1704.96,82.64,62.4722,67.94,60.9363,107.73,64.4352,69.84,72.196,65.6,69.7698,79.73,61.056,99.33,60.5146,86.05,57.3508,107.37,65.3237,76.6,65.8543,85.77,72.5579,86.98,63.6934,70600,0.578,0.0067,0.0359,5.11,4560000,0.0146,382,77100,244000,0.0077,2,3,2,3
330,412,90.32590181,81.22971757,20.49802551,35.71536273,13.33812621,2.677689668,1.967436882,0.927647785,0.800970874,0.64453125,0.628483554,6.1841919,0.274777666,0.100704051,206,1069,726.3848,246.2911,169,1034,343.9176,218.2046,382.4673,7291.2,2614.79,7284.29,7284.16,2613.57,37.3047,33.2877,32.1758,32.7247,122.4316,75.4718,49.3379,47.1452,43.8965,39.8557,49.0449,44.8133,75.8906,49.4974,56.9707,54.0314,121.4453,82.7609,40.7461,43.4353,56.3906,42.0338,45.543,44.0123,48900,0.72,0.0012,0.0347,6.89,544000,0.0124,454,86600,298000,0.002,3,2,4,5
203,221,61.69848481,57.4504764,16.07692842,23.15217754,11.58524497,1.998419335,1.492255182,0.865796954,0.918552036,0.604166667,0.772891682,3.018724957,0.205534039,0.068851098,26,1821,767.6881,465.1495,51,575,188.1128,85.5057,579.5753,5472.72,1712.63,5471.07,5470.47,1712.1,68.9435,51.1531,66.3125,57.4127,87.9762,72.4765,98.7679,53.3269,69.872,54.6061,74.1101,47.9868,49.622,50.3983,54.4167,50.3853,86.5833,74.7395,78.0179,53.3359,78.3095,61.2226,59.7887,47.8996,141000,0.69,0.0018,0.0261,6.45,-16900000,0.0105,580,224000,755000,0.0029,2,3,4,4
58,60,29.79898987,29.04167727,8.593479714,10.49288323,7.267282354,1.443852422,1.218330811,0.721329975,0.966666667,0.644444444,0.864160612,0.975469082,0.172680307,0.025414036,122,985,524.2414,256.0991,98,482,203.6563,82.8612,320.5851,5601.36,5600.45,2430.89,3294.73,1457.82,73.9889,61.9691,117.3667,64.779,113.8444,68.1057,53.4,56.0804,63.1,59.0715,68.7,54.362,97.5889,69.1453,84.5778,59.4956,107.0222,68.094,97.7556,59.2717,120.4333,61.406,87.0444,62.7003,64500,0.56,0.0076,0.0217,4.98,852000,0.0033,347,69000,215000,0.0087,2,2,3,3
67,68,30.38477631,30.02848514,9.236181543,10.12808119,8.555583945,1.183797769,1.096547427,0.535178687,0.985294118,0.744444444,0.933722489,0.849469716,0.161482629,0.011725976,4,2936,1082.94,1037.61,22,761,201.5455,158.9354,881.3948,4619.71,1747.4,4627.24,4622.79,1746.22,91.0222,63.877,86.4667,60.9397,99.3556,70.7144,83.0222,52.0138,111.7667,59.3338,70.8667,56.8523,103.6444,64.025,73.6667,73.087,106.5222,72.3893,101.2444,63.8939,94.6556,61.1175,91.5444,65.4027,1160000,0.459,0.0076,0.0159,4.98,94000000,0.006,1000,1040000,3020000,0.0092,1,1,1,1
147,150,47.35533906,46.23106793,13.68087033,15.48135497,12.48244295,1.240250408,1.213977681,0.591522094,0.98,0.617647059,0.86428972,0.960960715,0.167014059,0.02374117,-937,1784,326.8707,826.5584,-958,133,-658.3956,290.8976,985.2664,12808.24,14434.55,744294.28,760767.58,844.9094,66.6891,62.6814,54.895,54.5041,60.7227,69.6123,76.7521,52.1065,87.3235,69.9778,75.2857,53.4333,71.7101,67.0128,81.0294,65.0261,64.3655,72.559,100.9622,58.222,74.3655,61.6791,83.1261,50.3256,393000,0.734,0.0026,0.0176,6.09,95000000,0.0074,1010,717000,2480000,0.0026,3,1,3,1
102,103,38.38477631,37.80560929,11.39607097,12.86604468,10.37555444,1.240034425,1.149497398,0.591330623,0.990291262,0.772727273,0.896804032,1.694718463,0.165760153,0.015088456,-788,1260,141,510.3095,-773,149,-483.1667,325.702,624.1667,7293.54,6673.7,291040.35,283056.11,298.8777,98.5682,68.4282,80.6515,63.9357,76.3788,72.1898,105.6742,65.6506,113.1591,69.1313,81.5,52.5807,66.3409,62.8406,47.2045,62.2531,81.303,75.8667,80.6439,67.1039,104.0606,67.4113,100.7273,65.2213,212000,0.697,0.0049,0.0255,5.43,-98800000,0.0097,837,311000,1050000,0.0061,2,1,3,1
147,152,46.87005769,45.69755833,13.68087033,14.70044195,13.18829629,1.11465815,1.189224307,0.44175437,0.967105263,0.7,0.884588333,1.195863896,0.16469706,0.025015957,-836,670,-216.3401,414.4613,-896,38,-676.9365,220.9101,460.5964,10534.51,12401.86,254453.66,242328.07,746.9193,62.4905,67.3313,39.8905,60.8081,52.6857,70.341,53.4571,61.4804,64.4667,81.1718,53.6429,69.9278,65.5619,71.4729,57.6381,68.0693,51.8905,70.5754,59.4429,59.4582,65.5238,71.676,54.5048,56.9621,97900,0.739,0.0029,0.0224,5.94,10300000,0.0074,592,180000,626000,0.0044,2,1,3,1
239,243,57.9411255,56.43356342,17.44431859,18.50065488,16.55794202,1.117328159,1.117805106,0.446081766,0.983539095,0.73993808,0.943045869,1.577224386,0.160505494,0.026018861,-947,44,-349.3808,324.7068,-935,-619,-845.4048,65.3854,496.024,11240.05,13721.2,287441.28,301710.75,367.8446,37.2167,62.8376,31.1889,56.6951,30.257,59.6198,33.0867,53.4483,33.3591,55.9519,29.5511,51.8254,26.839,53.1657,24.4954,50.9052,27.3963,55.1729,42.226,65.7538,38.4211,61.876,30.9969,55.8736,57500,0.771,0.0019,0.0463,6.4,4530000,0.0186,517,124000,440000,0.003,4,4,4,2
248,267,63.35533906,59.44431208,17.76973289,19.6829363,16.51262364,1.191993273,1.28796747,0.544237935,0.928838951,0.688888889,0.881943845,1.133748041,0.165679953,0.061731608,243,1041,735.8306,231.803,229,939,444.3929,175.5669,291.4378,5804.21,2444.59,5807.74,5808.14,2444.09,52.4917,42.3093,52.6278,49.2478,124.2972,73.8176,41.9889,48.0762,53.2278,52.4596,40.9611,43.005,39.7611,42.9333,39.8556,48.4087,126.8667,76.4532,57.0278,50.9777,94.1667,54.0746,64.8528,56.2156,31500,0.75,0.0017,0.036,6.53,3660000,0.0146,446,61500,215000,0.0024,3,4,5,5
64,66,30.14213562,29.5629686,9.027033337,10.16452605,8.169197974,1.24425018,1.129687182,0.595038914,0.96969697,0.790123457,0.920224419,0.620275424,0.163463593,0.019214532,24,1177,708.2742,389.4921,7,1230,354.7059,459.2924,353.5683,3162.83,3167.22,2184.3,2168.54,1516.04,120.642,64.9023,57.7284,61.7027,119.2346,66.4961,73.1728,66.2523,113.5679,68.1008,73.4691,67.9235,66.321,57.2407,60.5309,58.2081,117.1728,69.9792,74.9259,70.696,76.0988,61.0261,74.3704,57.151,155000,0.629,0.0085,0.021,4.86,-29500000,0.0058,657,172000,561000,0.0095,2,3,2,3
70,73,31.79898987,30.73011636,9.440697439,9.743373817,9.309961018,1.046553664,1.149525858,0.294935467,0.95890411,0.7,0.931492783,0.313303963,0.159769679,0.033613442,70,1257,744.8143,425.0579,42,874,263.8571,215.3469,480.9571,4852.39,1768.17,4854,4855.26,1767.69,92.19,67.0967,78.97,64.5445,110.31,67.6591,64.57,56.1463,65.75,64.6783,61.81,58.9336,118.76,66.758,102.94,68.4117,112.16,68.7935,109,65.626,104.42,70.0948,80.41,66.0919,190000,0.524,0.0067,0.023,5.11,13600000,0.0102,664,191000,583000,0.0081,1,2,3,3
753,773,107.3969696,102.7624826,30.96367835,36.43300224,26.66027841,1.366564958,1.218931258,0.681560492,0.974126779,0.74702381,0.896057058,4.197214664,0.1689465,0.043152866,-879,86,-167.3293,287.9419,-902,191,-696.6078,271.5641,529.2785,13517.59,8189.28,22497.74,21999.42,2833.57,40.9752,44.5693,41.5942,53.066,64.2252,78.8732,44.6716,50.0962,34.3274,41.3698,45.8105,49.1459,25.6409,31.2043,19.3373,28.3724,65.9236,79.3968,53.6409,56.3893,42.1994,48.2083,54.4077,54.3655,30000,0.889,0.0006,0.0838,7.53,-2490000,0.039,625,127000,480000,0.0025,2,5,3,5
230,250,62.28427125,57.79598597,17.11271736,19.32006823,15.79128653,1.223463851,1.342205687,0.576139344,0.92,0.71875,0.865251471,2.213032911,0.168468234,0.072061296,-968,-3,-484.1348,320.1305,-978,-575,-918.9,60.9642,434.7652,15978.16,1944.36,27971.71,22414.81,1575.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46900,0.801,0.0019,0.0483,6.39,18400,0.0225,408,114000,412000,0.004,4,4,5,3
261,269,61.69848481,59.60444816,18.22952334,19.78134516,17.04122501,1.160793613,1.160642919,0.507792206,0.970260223,0.767647059,0.923194117,1.556023904,0.162604957,0.033939839,115,1150,760.6743,357.7703,123,872,332.1646,231.4831,428.5098,5375.93,5369.19,4081.62,3064.77,2386.63,57.8912,44.6205,58.8588,52.5911,127.4647,78.5879,26.9471,47.7335,38.1235,47.4118,26.2265,46.8851,53.2294,47.4725,50.5441,51.2066,128.9353,81.2451,62.3088,49.5975,76.7147,42.9852,69.0353,65.3886,67200,0.758,0.0018,0.0446,6.46,1290000,0.0165,597,136000,479000,0.0034,2,4,4,3
169,173,48.87005769,47.43628592,14.66892917,15.27463618,14.18885428,1.076523578,1.124576839,0.370290459,0.976878613,0.754464286,0.943789654,1.037819254,0.159752748,0.02933845,50,1506,825.8693,405.7741,8,1809,402.1304,411.1359,423.7388,4473.73,2094.87,4476.91,4477.8,2093.44,87.192,70.4112,84.3393,58.999,111.4107,73.3192,53.8705,48.9864,78.5357,64.4679,50.2009,52.046,64.433,61.8994,57.125,56.122,112.0446,74.8256,52.375,51.6719,65.5402,50.135,46.4866,49.8397,222000,0.496,0.0038,0.0489,5.9,-32600000,0.0064,706,221000,661000,0.0297,2,4,4,4
138,142,45.9411255,44.24242342,13.25545387,15.25571943,11.68140451,1.305983319,1.217066506,0.643190063,0.971830986,0.663461538,0.885953922,1.575762809,0.165998877,0.03697563,2,1433,609.7778,431.403,1,1349,419.803,412.7374,189.9747,3755.2,1827.35,3755.23,3755.19,1827.22,63.1923,58.8251,70.5,64.4619,84.6779,70.9908,43.6442,56.7645,51.726,54.5996,46.6538,59.8733,84.5337,60.3948,100.1346,64.6407,85.149,71.5518,87.6635,54.2466,77.3413,54.3619,70.6346,51.5608,126000,0.694,0.0031,0.0263,5.91,40200000,0.0087,530,195000,659000,0.0098,2,3,3,4
119,129,46.04163056,43.88840561,12.30916349,13.3870738,12.3915045,1.080342891,1.417570171,0.378424783,0.92248062,0.653846154,0.776349392,2.428250856,0.173369991,0.046766913,112,1091,585.1176,336.0485,88,550,181.8095,77.6275,403.3081,5573.91,5574.1,1960.11,3426.14,974.154,32.7637,48.6774,32.7692,51.6944,91.7912,75.3119,57.6648,49.2906,88.6484,57.0799,55.4231,47.9976,53.4176,55.302,51.1758,53.2865,93.967,75.8653,65.5165,48.5,94.5824,58.114,60.8077,47.9483,54200,0.793,0.0035,0.0383,5.78,17300000,0.0124,378,116000,415000,0.006,2,3,3,4
212,234,62.52691193,57.30067194,16.42944867,20.57933685,13.57186992,1.516322877,1.467534216,0.751713206,0.905982906,0.656346749,0.811383731,1.480987457,0.178372079,0.08358385,189,1024,615.6462,252.1756,147,509,241.2072,81.2499,374.439,6301.68,6297.15,3477.3,3994.5,2309.45,56.9598,43.8537,53.1362,54.8564,106.4149,76.2099,91.582,56.2445,68.5325,50.8174,92.6873,60.9942,59.7461,42.6596,40.6161,46.4321,106.4303,77.4963,82.582,56.9867,96.6378,55.0019,80.9226,57.2479,34600,0.782,0.0019,0.0418,6.4,2370000,0.0153,369,77400,275000,0.0035,2,4,3,2
234,240,57.9411255,56.37404225,17.26088218,18.73324962,16.1544876,1.15963131,1.141689831,0.506324467,0.975,0.724458204,0.925267628,1.647665149,0.162723142,0.027046131,177,1105,754.8205,317.7029,157,997,317.2921,163.3611,437.5284,5185.32,33526.56,641640.21,544295.24,420.1652,56.7306,41.8993,53.7833,43.7793,128.6966,82.0914,33.291,46.1936,42.0186,42.9628,37.5325,47.3214,55.6656,48.2281,48.0774,46.2024,127.6471,81.535,59.0619,47.7392,57.9969,50.9056,55.7183,56.1987,56900,0.761,0.0019,0.042,6.4,6600000,0.0163,519,117000,411000,0.0034,2,3,5,5
67,69,31.3137085,30.60112616,9.236181543,10.09887927,8.650401666,1.167446283,1.164620263,0.516030083,0.971014493,0.827160494,0.899103831,0.667965867,0.162453493,0.022756242,128,1075,568.1791,331.3874,145,599,292,144.7295,276.1791,4726.76,3130.13,404277.98,411240.22,495.8724,90.8272,67.1859,76.6049,61.4572,109.8148,63.6826,80.9136,64.4068,68.5679,60.0839,97.642,67.0017,70.4938,60.1426,67.5679,68.0678,111.0123,64.2387,82.9259,64.6709,116.7037,54.9005,78.1605,65.9218,107000,0.526,0.0085,0.0218,4.87,5610000,0.0087,447,106000,322000,0.0085,2,3,3,2
115,122,42.97056275,41.38756487,12.10051849,14.63852161,10.35874526,1.413155865,1.277716132,0.70657714,0.942622951,0.766666667,0.843660965,2.476539847,0.173327854,0.036839124,129,1104,685.5652,359.0283,163,768,319.2286,182.8362,366.3366,8278.85,3192.17,601785.9,548701.4,400.922,88.6067,62.6473,97.4533,64.2196,118.4467,71.4579,47.1333,54.7747,57.5267,55.4107,43.82,52.3769,69.9867,67.2695,59.34,55.4398,109.38,70.0147,66.8667,56.9521,89.9067,61.9264,66.8533,62.5099,85200,0.702,0.0043,0.0418,5.55,3060000,0.0157,518,127000,432000,0.0071,2,3,4,3
145,150,46.28427125,45.62994177,13.58748446,16.28989271,11.59972109,1.404334862,1.175679631,0.702097447,0.966666667,0.710784314,0.875141013,2.719011426,0.171227357,0.014137189,124,1126,694.3172,323.6489,119,1061,382.1864,274.6146,312.1308,8839.15,7483.56,593004.9,575046.58,419.6135,97.1225,48.8014,72.4902,49.5801,108.6078,71.1727,40.2647,59.8613,57.1814,55.5565,44.9314,59.7744,35.701,40.7661,30.5735,41.7392,112.8039,72.7527,69.7059,38.1483,102.1225,59.6113,83.848,61.2299,60000,0.756,0.003,0.0347,5.91,1750000,0.0141,520,111000,390000,0.0043,3,3,4,4
87,88,34.97056275,34.72792206,10.52482021,12.29914964,9.1293918,1.347203615,1.118603375,0.670091737,0.988636364,0.790909091,0.906507748,0.799156948,0.166629461,0.006938427,141,2936,1157.18,926.2986,109,364,187.3043,61.0428,969.8796,5151.26,1718.67,5149.26,5147.1,1717.62,105.0364,65.8674,64.6,56.1499,103.2182,71.8852,81.9091,47.1189,109.6455,66.3712,95.3545,50.8139,115.3545,66.9181,41.6545,58.1454,98.8727,70.3512,121.5091,59.0352,118.3455,69.6607,100.4636,62.7587,801000,0.572,0.006,0.0213,5.21,120000000,0.0036,982,897000,2810000,0.0084,1,1,1,2
179,195,54.52691193,51.92737682,15.09668435,15.86707635,15.06408473,1.053305039,1.321779191,0.314091878,0.917948718,0.619377163,0.834199887,1.307957395,0.16620953,0.047674351,238,1184,777.3743,270.5273,141,964,367.6727,186.317,409.7016,5889.09,5890.86,3887.83,2735.93,1744.63,77.827,46.4128,40.6574,52.6122,109.8616,77.8554,43.782,50.4923,42.6644,52.5888,40.7439,48.9684,61.3529,43.1276,43.8097,42.698,111.654,77.4745,62.5917,55.1446,97.4637,59.6622,66.1557,61.662,52000,0.734,0.0021,0.0283,6.29,-2480000,0.0096,522,97400,338000,0.0032,3,5,4,4
102,105,37.79898987,36.96788695,11.39607097,11.83247693,11.11839859,1.064224928,1.114680368,0.342134519,0.971428571,0.772727273,0.937909168,0.539506421,0.159901735,0.021987437,146,1177,703.5,316.6381,157,551,296.5333,116.9668,406.9667,5847.87,5848.16,4057.68,3813.28,2695.78,78.6439,52.1708,84.7652,68.6077,111.5985,66.8346,71.5152,53.2721,65.7955,54.5437,70.7955,50.0822,67.4924,48.9827,62.7576,61.9039,111.9242,65.3736,93.4621,62.6279,108.5076,60.1928,86.1515,65.0235,84600,0.628,0.0049,0.0243,5.42,14600000,0.0061,524,109000,353000,0.0062,2,3,3,2
528,655,117.2964646,100.0668134,25.92817926,37.69666116,20.90257407,1.803445884,2.073605126,0.832187693,0.80610687,0.594594595,0.662618636,7.132386264,0.219612831,0.146889773,268,1276,791.6402,274.3213,209,730,405.0083,87.9527,386.6318,5325.11,5322.62,2670.89,3415.87,1803.46,52.4989,43.196,32.9313,41.2897,104.6227,81.9497,45.8986,47.5593,48.4527,46.8288,45.5597,46.7266,39.8131,38.0942,39.4471,41.3742,104.2444,78.3823,53.3727,49.4444,65.9358,46.9685,67.5507,57.4019,45000,0.74,0.0006,0.0316,7.48,1130000,0.0103,446,85800,298000,0.0012,4,3,5,5
60,60,29.55634919,29.02191243,8.740387445,9.633782148,8.121522666,1.186203935,1.158618512,0.537873816,1,0.740740741,0.895177298,0.98286866,0.162606481,0.018081961,95,992,563.6667,308.6874,109,592,285.0476,158.5442,278.619,4775.97,4772.09,1489.63,3843.7,1261.1,89.8025,67.7214,105.0741,65.9295,116.3086,66.662,68.0988,66.6323,73.4938,61.2154,61.3333,67.4915,53.7901,56.0963,44.284,59.0771,117.2593,67.4688,131.9383,65.3334,101.8272,67.6749,93.9877,68.3881,81000,0.61,0.0085,0.0209,4.87,14100000,0.0056,439,90200,291000,0.0085,2,3,3,2
77,78,33.21320344,32.5006211,9.901487007,10.6994313,9.374713014,1.141307609,1.140042238,0.481969539,0.987179487,0.7,0.916045969,0.481602464,0.16209124,0.021454791,188,1042,621.6623,260.9878,150,640,283.7879,135.9094,337.8745,5156.66,5157.13,2438.8,4899.97,1996.84,77.9273,52.5816,72.4818,55.6374,110.1455,65.1053,56.5909,67.9049,58.1636,68.7204,47.1,65.5824,111.7364,59.1983,104.6909,67.8482,107.2545,64.5811,77.9818,56.3203,98.6909,64.4973,91.7909,70.4098,66800,0.582,0.006,0.0216,5.21,1330000,0.0027,422,76400,241000,0.0069,2,3,2,3
623,636,93.49747468,91.0495571,28.16430784,30.20202002,26.43043453,1.14269858,1.11661087,0.483903406,0.979559748,0.769135802,0.944370116,2.260334498,0.161322554,0.026181644,117,1090,799.7945,313.9136,113,1218,282.3476,199.9353,517.4469,6657.06,6649.42,4715.62,4912.46,2679.62,52.5111,46.8964,32.2123,33.5667,148.4728,91.8339,29.0654,34.7972,46.6012,36.8132,30.0889,35.6006,55.1691,53.8691,31.4593,33.8471,148.6926,92.8877,56.6852,44.8031,80.2136,39.34,58.3506,47.3696,51400,0.794,0.0008,0.076,7.31,3830000,0.0386,604,126000,453000,0.0022,2,4,5,5
199,208,54.28427125,52.39739545,15.917747,17.86868634,14.37886579,1.242704855,1.178379242,0.593686671,0.956730769,0.737037037,0.910843033,1.339203228,0.164376591,0.034759162,224,1030,691.5879,280.8746,268,735,398.7606,109.0023,292.8274,5809.55,5811.68,2966.99,3914.78,2103.92,84.8815,56.6293,53.6185,54.9733,120.5259,74.7132,42.6741,50.615,48.237,50.6494,41.363,49.9806,59.3889,45.9631,53.0704,54.2579,120.7074,75.7268,73.5222,55.216,86.3296,50.0818,71.6481,53.2744,42700,0.732,0.0023,0.0491,6.21,2480000,0.0244,428,78300,271000,0.004,2,3,4,3
357,371,73.59797975,70.24657236,21.32009656,24.1779641,18.98850998,1.273294436,1.207407047,0.61903385,0.962264151,0.74375,0.9091338,2.680190767,0.164998388,0.045536676,8,1349,867.5731,390.3872,6,934,194.1148,146.0567,673.4583,3470.72,1670.2,3465.49,3465.15,1668.42,44.9312,52.6885,44.7188,51.2732,141.4854,90.3197,64.3979,58.4018,46.55,44.8901,52.7188,45.9744,51.7104,47.992,49.7229,54.9964,139.7021,89.5885,58.2646,46.989,64.9229,50.4806,55.5917,50.203,128000,0.684,0.0012,0.0411,6.82,23400000,0.017,732,203000,684000,0.0025,3,2,4,5
