Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,SuperscribedDiameter,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
129,139,46.87005769,43.96111651,12.81592374,15.95899875,10.75000592,16.4924225,1.484557205,1.355162582,0.739094705,0.928057554,0.671875,0.838807194,3.056919644,0.178093799,0.062063956,95,1121,576.2481,314.833,7,825,215.3651,158.1859,360.883,2594.97,2341.49,396883.19,394582.39,177.6956,71.2292,48.8683,83.9167,62.5978,101.4844,66.9333,55.625,59.6653,53.8906,57.5238,50.974,53.0377,79.3594,54.4104,77.2813,61.037,100.1563,71.2036,70.375,55.3246,98.6615,55.4832,78.776,67.6137,71700,0.666,0.0033,0.0298,5.84,6460000,0.0094,493,105000,351000,0.0045,3,4,0,3
1126,1151,129.8406204,126.0635759,37.86380498,44.84088474,32.41283635,45.31004304,1.383429832,1.191442011,0.691014242,0.978279757,0.864823349,0.890366908,5.480629295,0.169772993,0.029089853,253,1110,959.008,209.4441,220,1094,619.2841,369.0954,339.7239,3048.05,2002.93,3044.64,3045.01,1999.89,22.5115,34.7932,15.119,29.1057,192.5369,78.7909,22.861,30.8115,47.778,25.3211,22.4078,30.5349,29.831,27.9395,23.4316,31.6495,190.7389,77.266,31.4124,35.8194,51.1375,31.6173,32.1836,39.4939,19000,0.85,0.0006,0.101,7.62,4910000,0.0498,714,59900,222000,0.0023,5,0,3,3
420,441,82.91168825,79.19116912,23.12489154,26.7243187,20.84692718,30.14962686,1.281930831,1.302483896,0.625688152,0.952380952,0.636363636,0.841599842,5.144759265,0.170553113,0.044873277,207,1134,843.9119,245.4252,166,1180,345.6875,209.8983,498.2244,5634.8,21529.31,666626.81,655183.89,226.0607,75.1591,52.4222,41.8379,42.3968,126.1273,90.6596,41.747,50.3056,43.2682,47.805,43.7409,50.0575,36.047,34.4807,23.7833,30.8991,126.8939,91.3088,24.3015,33.8696,34.6742,36.1299,28.9833,35.7058,35500,0.835,0.0009,0.0546,7.15,-485000,0.0228,527,108000,398000,0.0022,0,5,3,3
58,60,30.14213562,29.42955328,8.593479714,10.75214913,7.091028717,11.18033989,1.516303142,1.246551374,0.751705675,0.966666667,0.753246753,0.841531773,1.646670846,0.17588872,0.023640738,163,1692,571.9828,430.1267,188,1428,480.8947,347.7691,91.088,5396.2,5395.52,2840.99,3196.81,1979.39,91.2338,72.8872,91.0649,61.5089,103.9221,63.7486,62.4286,77.0011,74.1429,76.1107,62.4675,78.6646,104.2597,70.5313,59.1948,57.1579,102.3636,64.0016,95.1558,69.9404,97.2208,53.2051,86.7143,76.8018,198000,0.496,0.0091,0.0213,4.79,-531000,0.0053,436,181000,540000,0.0105,1,1,0,1
1325,1371,140.2253967,135.042942,41.07362167,45.90045147,37.36683445,48.38388161,1.228374096,1.180939401,0.580746795,0.966447848,0.778495887,0.913023511,4.577387104,0.165116278,0.036958033,34,1258,886.9894,325.864,58,872,210,176.9758,676.9894,6338.31,8309.94,987737.77,982734.08,68.0068,33.0482,36.9903,21.0975,29.518,159.48,97.162,20.6234,29.1268,32.2103,30.6933,20.2427,26.5762,46.527,39.8711,27.738,32.5128,158.1575,96.0132,31.9659,32.5675,69.7873,42.2053,32.658,40.5854,45600,0.856,0.0004,0.0853,8,3050000,0.0417,736,160000,593000,0.0017,0,5,5,3
92,94,36.627417,35.69195881,10.82303276,11.86765624,10.09113834,12.36931688,1.176047324,1.160419169,0.526288747,0.978723404,0.696969697,0.907521505,0.560110308,0.163047331,0.025539835,186,2011,890.4239,518.7423,85,937,292.3,205.095,598.1239,5545.74,2313.41,5541.15,5541.03,2312.82,71.6061,58.2339,43.0076,41.6073,103.2576,71.0368,51.3333,49.8677,63.1742,48.8929,53.3409,51.4855,99.8636,62.5167,93.4394,53.9218,104.5152,70.1067,80.8258,52.6142,91.6288,60.6661,72.7121,53.5599,215000,0.654,0.0049,0.0196,5.43,106000000,0.0069,687,288000,950000,0.0064,1,0,2,1
76,78,33.21320344,32.42683078,9.836981519,11.00048598,8.993812422,11.18033989,1.223117123,1.155042794,0.575810495,0.974358974,0.690909091,0.908268905,0.648731682,0.16384267,0.023676507,301,1120,794.1711,287.1452,278,1075,557.3824,301.6943,236.7887,3453.85,1197.17,3456.74,3458.64,1196.8,113.4,57.532,86.2364,60.5608,117.6818,66.1567,64.3545,57.653,65.2909,65.0238,65.2,59.5181,66.9091,56.0682,108.7545,70.8432,116.7727,65.2461,84.1,61.2521,83.9636,61.9654,109.6182,61.561,60800,0.728,0.006,0.035,5.21,11800000,0.0134,481,89600,309000,0.0077,0,3,4,3
95,99,38.38477631,37.49404839,10.99807968,14.23170336,8.689221564,14.4222051,1.637857115,1.234197206,0.791974729,0.95959596,0.71969697,0.849197679,1.126821267,0.181169267,0.023205239,139,557,345.4526,123.7326,146,600,314.0811,128.6933,31.3715,5986.56,2741.53,5984.34,5984.4,2740.94,57.4394,50.6292,42.6061,47.4243,123.803,68.9898,77.9697,60.5731,100.8864,58.3813,67.0985,63.4148,37.9924,47.6536,54.4242,59.9574,123.3561,67.1942,81.2727,71.8878,89.5,57.0752,90.1818,58.2432,9180,0.737,0.005,0.0453,5.41,783000,0.0159,205,15200,52900,0.0085,2,3,3,0
157,183,56.87005769,52.70358106,14.13855044,20.70588958,10.94731902,21.02379604,1.89141191,1.639297668,0.848805294,0.857923497,0.575091575,0.710279476,3.462582167,0.217321254,0.073263098,190,1097,650.5669,243.3383,165,879,332.569,156.2685,317.9979,6609.41,6607.34,5637.97,3121.74,2423.39,93.0147,61.8556,54.7619,52.1786,99.9963,70.7717,47.1392,51.9078,41.9707,48.983,53.7509,54.661,36.3297,46.2134,37.5824,47.5372,107.1136,81.0584,57.5824,55.5424,60.5751,50.5641,64.978,66.5688,32800,0.798,0.0022,0.0357,6.22,-3250000,0.0147,359,67100,242000,0.0039,5,3,0,2
32,32,20.72792206,20.72792206,6.383076486,7.005970289,5.953353842,7.280109889,1.176810664,1.068443821,0.527178829,1,0.761904762,0.935940646,0.526602168,0.159881592,2.22E-16,154,535,303.8438,109.1472,141,354,216.2,60.0792,87.6437,6075.23,2292.06,6075.06,6075.04,2292.01,132.5,72.716,104.3333,66.1973,100.1667,53.473,83.3095,73.5469,71.5952,66.9838,87.3095,68.136,119.9524,67.1017,118.0476,64.1769,87.2381,51.6927,77.7857,58.1057,100,66.2203,79.3571,32.3825,15900,0.365,0.0186,0.0336,4.06,311000,0.0107,157,11400,31000,0.0186,2,0,3,2
70,71,32.28427125,32.10612566,9.440697439,10.52120236,8.841665522,11.18033989,1.189957066,1.184879187,0.542018655,0.985915493,0.578512397,0.853359646,0.540308148,0.166253644,0.00551803,361,972,673.0714,158.4036,284,976,529.0392,202.5752,144.0322,9017.78,8732.5,441961.03,420708.19,471.3113,88.3058,61.4462,95.1074,70.6772,112.0083,67.7295,98.8926,76.21,88.4876,72.1999,113.4298,53.2591,77.2231,54.5603,51.3058,58.8964,112.2314,66.1223,76.3306,67.8692,68.6942,69.8992,67.0992,54.0542,27100,0.625,0.0054,0.0268,5.33,2250000,0.0092,348,33200,108000,0.0062,2,2,0,3
411,443,85.01219331,76.58909443,22.87578311,24.91158549,21.8266451,26.40075756,1.141338276,1.399299749,0.482012336,0.927765237,0.714782609,0.880476597,1.385664629,0.166411627,0.099081068,176,1401,976.7689,314.3134,144,1345,585.0183,414.9127,391.7506,14869.64,8180.35,1260639.37,1138640.89,333.3193,62.3757,43.785,58.1374,51.7232,132.2852,81.5563,69.6487,55.3402,74.2487,49.4913,69.9496,60.6903,41.9148,42.2486,26.2678,39.1834,134.1496,80.8863,32.7113,40.2076,44.0278,39.8624,34.047,40.4895,49600,0.832,0.001,0.042,7.02,3890000,0.0165,751,141000,516000,0.0019,5,1,5,0
100,114,42.04163056,38.69853152,11.28379167,12.57885424,10.80010614,13.03840481,1.16469728,1.406530775,0.512659179,0.877192982,0.694444444,0.839113858,0.808926854,0.170127,0.079518777,3,788,331.4592,172.5329,1,385,119.6905,79.4231,211.7687,4309.24,1579.56,4309.55,4309.52,1579.42,104.7986,55.5847,80.8958,55.2825,108.7569,66.7048,111.9583,56.8469,94.9097,59.3128,118.0764,61.5125,66.8194,59.0285,75.2639,59.503,108.2639,71.0896,101.0139,63.7397,105.8681,62.9868,87.3472,52.8828,37000,0.48,0.0044,0.03,5.52,-922000,0.0126,283,34300,102000,0.006,0,4,4,3
66,68,30.38477631,29.95469482,9.166995688,10.1902926,8.385784956,10.44030651,1.215186492,1.113161782,0.568158773,0.970588235,0.733333333,0.924323513,0.70633093,0.16240226,0.014154506,110,812,374.6061,217.2022,91,395,197.4167,88.2989,177.1894,1680.22,1006.56,165422.13,159636.57,56.1129,111.9556,62.6555,112.6778,69.541,107,66.9266,58.6,61.1974,68.3333,63.0381,69.0556,60.0435,99.7222,61.9899,81.0778,57.9522,106.7111,65.4525,90.6333,50.4571,73.1111,54.6666,111.2,59.4027,40800,0.584,0.0076,0.0372,4.98,-1250000,0.0119,266,45400,143000,0.0101,2,3,0,2
1062,1555,234.0071427,160.4010233,36.77200561,53.30770442,30.54028508,67.80117993,1.745488108,4.103210966,0.819621324,0.682958199,0.409722222,0.518704614,5.739201343,0.221972322,0.314546464,184,1072,771.338,231.8208,83,801,297.0477,122.6855,474.2903,6957.81,2601.42,6954.7,6954.74,2600.55,22.5251,31.2593,16.6196,29.1351,77.2677,87.6229,41.3021,46.0266,30.2955,30.971,45.5783,47.2731,20.5104,26.7387,15.3198,25.1048,77.4302,87.692,26.1933,34.8669,29.5293,36.2693,26.0177,34.7113,16200,0.906,0.0002,0.0541,8.56,575000,0.0244,420,86300,329000,0.0007,5,5,0,5
86,88,35.21320344,34.56580433,10.46415791,11.47662126,9.85579183,11.70469991,1.164454512,1.147368061,0.512359272,0.977272727,0.710743802,0.90451335,0.750567791,0.164377036,0.018385124,25,1067,446.9535,355.4831,29,695,178.6286,155.568,268.3249,3406.67,3405.98,2899.46,1639.57,1282.88,85.1157,62.6928,67.7851,68.5237,97.0083,73.5009,51.5537,55.7647,60.6612,48.8507,87.314,60.3591,52.7851,67.4218,39.2231,66.25,92.9504,71.75,72.0909,53.0116,106.6942,55.9264,83.9256,59.3444,75800,0.701,0.0054,0.0305,5.33,5140000,0.0128,371,114000,389000,0.0069,3,4,3,0
942,1014,124.7106781,117.3020522,34.63223428,38.80611745,32.22252876,40.31128874,1.204316326,1.313852206,0.557247232,0.928994083,0.672857143,0.860299255,3.757083489,0.168626556,0.059406508,-830,92,-182.7418,231.7395,-939,-24,-717.059,194.6124,534.3172,11833.84,18685.11,19927.39,22369.63,2931.59,30.5936,46.8197,31.6843,52.8613,36.6843,66.0923,44.9829,58.8415,37.0921,52.9347,36.6179,47.8005,23.4743,41.6632,20.6971,38.6071,37.8693,68.151,20.7379,33.3612,23.7536,40.0085,20.1629,33.2863,21300,0.901,0.0004,0.0582,7.92,1030000,0.0258,606,108000,409000,0.0014,0,5,4,4
92,94,36.627417,35.69195881,10.82303276,11.86765624,10.09113834,12.36931688,1.176047324,1.160419169,0.526288747,0.978723404,0.696969697,0.907521505,0.560110308,0.163047331,0.025539835,186,2011,890.4239,518.7423,85,937,292.3,205.095,598.1239,5545.74,2313.41,5541.15,5541.03,2312.82,71.6061,58.2339,43.0076,41.6073,103.2576,71.0368,51.3333,49.8677,63.1742,48.8929,53.3409,51.4855,99.8636,62.5167,93.4394,53.9218,104.5152,70.1067,80.8258,52.6142,91.6288,60.6661,72.7121,53.5599,215000,0.654,0.0049,0.0196,5.43,106000000,0.0069,687,288000,950000,0.0064,1,0,2,1
71,75,34.38477631,33.29511807,9.507891863,12.0734181,7.821925548,12.52996409,1.543535287,1.325147416,0.761756543,0.946666667,0.657407407,0.804835444,2.15597153,0.179826828,0.031690136,210,898,570.6901,183.3828,179,607,353.027,113.2538,217.6631,2864.85,4002.72,300735.8,316376.77,263.3208,94.4352,58.9746,77.0093,52.9418,118.3426,65.4786,109.6944,59.0706,105.8889,59.1972,114.5278,46.1745,96.1296,63.4989,82.1759,61.2935,123,69.3063,88.4722,68.5498,93.7315,61.492,86.213,67.2351,34700,0.551,0.0061,0.0265,5.19,402000,0.0098,351,37100,115000,0.0069,0,3,3,2
414,433,79.84062043,76.55543517,22.95911957,27.24551418,19.70855717,28.7923601,1.382420537,1.225286366,0.690461772,0.956120092,0.696969697,0.887683497,3.288904504,0.170301721,0.04114679,48,1229,858.0048,291.5301,43,1093,483.7778,262.3643,374.2271,5638.11,2245.43,5627.46,5626.88,2243.97,62.298,44.3295,53.6683,53.5439,134.1195,85.0989,78.2424,53.166,57.4613,46.7612,77.6532,49.8498,43.6936,40.1162,34.766,42.5025,134.5421,88.5024,62.3418,43.6396,48.8636,37.0752,68.3956,51.1997,38400,0.828,0.001,0.0306,7.06,-1630000,0.0104,775,103000,377000,0.0016,5,0,3,4
133,136,43.55634919,43.09083265,13.01310338,15.0989166,11.36933729,15.8113883,1.328038408,1.135119114,0.65803165,0.977941176,0.852564103,0.900102013,1.054221988,0.16662239,0.010687685,235,994,601.8797,238.4835,199,380,243.6087,41.913,358.271,5529.69,2177.1,5525.16,5524.38,2176.31,51.9679,46.1405,36.7692,50.0728,122.7692,64.807,88.9423,62.6378,116.9231,52.4826,107.359,68.6652,68.6859,52.3987,52.3718,61.6668,126.1603,66.1111,78.3526,59.1934,96.1603,50.309,77.6795,56.7039,49800,0.614,0.0041,0.0299,5.61,2400000,0.0101,398,63700,205000,0.0065,2,3,3,0
413,458,88.81118318,78.80588244,22.9313744,27.83828379,19.5802048,29.15475947,1.421756518,1.519761353,0.710838451,0.901746725,0.67816092,0.835685069,3.498129344,0.174892221,0.112658118,12,1139,388.5591,252.1267,2,550,153.6845,97.8323,234.8746,5197.75,5197.59,2984.68,3239.48,1848.61,71.2447,50.7862,70.3218,63.9534,78.1872,65.5068,97.711,58.4532,77.1691,51.1471,80.0821,46.9917,47.8637,42.1828,49.8801,47.0439,76.8079,64.088,72.7701,50.6899,56.092,45.8131,92.7028,52.6725,41300,0.668,0.001,0.027,7.08,1530000,0.0076,324,61800,206000,0.002,5,0,3,4
127,135,46.04163056,44.68062922,12.71618741,17.20088839,9.603673263,18.02775638,1.791073886,1.328274412,0.829622819,0.940740741,0.651282051,0.799420027,1.731414645,0.189682301,0.029560233,97,1148,758.9685,372.3239,53,1072,388.4706,340.0645,370.4979,12401.59,5688.34,589090.3,672582.49,824.4041,55.159,56.4522,60.7744,59.7973,110.8974,76.0367,45.4256,61.5534,53.0974,54.9825,51.6923,65.1747,63.2256,58.829,48.0308,51.4763,114.3077,72.3677,44.8564,44.788,43.0462,47.0985,72.3846,59.858,97800,0.708,0.0032,0.0332,5.87,16800000,0.0148,610,158000,541000,0.0033,3,4,0,3
351,372,73.35533906,71.14409266,21.14017692,22.42061341,20.6515411,24.16609195,1.085662968,1.219962488,0.389335137,0.943548387,0.725206612,0.871443612,1.191216276,0.164975675,0.030144314,-726,75,-172.943,227.7466,-849,69,-558.9394,273.1173,385.9964,12786.12,7194.33,19157.21,18856.88,3318.22,53.0558,62.8073,36.312,54.1967,45.9628,67.4115,43.3533,54.6956,36.5186,48.9489,39.3864,45.6696,37.7934,48.1675,21.3926,40.6699,47.3079,68.6618,49.4215,56.192,44.8781,55.4084,42.7459,50.3579,22500,0.875,0.0012,0.0539,6.83,1210000,0.0268,602,81300,305000,0.0028,0,3,3,4
950,989,124.4680374,115.0227628,34.77898169,39.69073232,30.90761787,40.85339643,1.284173128,1.297723635,0.62738255,0.960566229,0.738150738,0.902331002,4.929570108,0.166313711,0.075885141,3,1174,899.8779,297.9162,1,1191,406.6168,413.0922,493.2611,3025.56,3019.88,3711.85,3466.8,1905.29,44.3458,35.1323,25.8858,33.409,148.2758,94.582,30.6946,36.932,51.8019,34.2947,35.7918,42.2465,20.6908,26.0052,13.0404,24.5175,148.2712,94.033,18.0163,27.1301,34.331,29.6655,18.7653,28.3249,38100,0.873,0.0005,0.0841,7.76,7060000,0.0363,797,148000,555000,0.0057,0,5,4,2
202,294,88.18376618,65.12027862,16.03728119,21.29937939,15.50946619,24.20743687,1.373314795,3.063487075,0.685401697,0.68707483,0.540106952,0.598589002,2.147846079,0.213966719,0.261538927,136,994,456.4109,233.5108,12,2171,368.1105,453.697,88.3004,9183.88,11748.75,299795.67,291053.88,298.4854,75.377,58.3503,57.5455,53.0879,68.7139,66.0003,89.131,56.8014,92.8262,61.5987,89.7246,62.4318,45.5348,43.3418,42.8743,47.8707,74.0134,68.2019,77.115,55.1545,68.6203,51.7668,85.107,61.3995,66200,0.706,0.0016,0.0389,6.56,57700000,0.0144,398,106000,360000,0.0028,4,4,0,2
843,1133,181.3797257,126.8293322,32.76188237,38.69706586,32.73511752,46.14108798,1.182126988,3.105560847,0.533289497,0.744042365,0.554605263,0.658564061,3.710434899,0.190271661,0.300752431,-149,1630,886.6382,372.2956,-243,1292,389.8257,362.7845,496.8125,15781.05,87623.44,643281.31,708980.96,3671.47,54.4309,49.0041,49.5428,49.7459,107.9691,93.9231,33.4243,34.2379,46.425,42.8095,30.9474,36.1261,38.3724,34.6271,26.1533,30.0145,107.6533,92.6741,56.7132,42.8777,54.8678,45.7441,41.4467,40.286,111000,0.716,0.0004,0.0197,8.05,4760000,0.0069,927,194000,667000,0.0006,5,5,0,4
129,139,46.87005769,43.96111651,12.81592374,15.95899875,10.75000592,16.4924225,1.484557205,1.355162582,0.739094705,0.928057554,0.671875,0.838807194,3.056919644,0.178093799,0.062063956,95,1121,576.2481,314.833,7,825,215.3651,158.1859,360.883,2594.97,2341.49,396883.19,394582.39,177.6956,71.2292,48.8683,83.9167,62.5978,101.4844,66.9333,55.625,59.6653,53.8906,57.5238,50.974,53.0377,79.3594,54.4104,77.2813,61.037,100.1563,71.2036,70.375,55.3246,98.6615,55.4832,78.776,67.6137,71700,0.666,0.0033,0.0298,5.84,6460000,0.0094,493,105000,351000,0.0045,3,4,0,3
113,121,42.52691193,40.41652106,11.99483508,13.01248477,11.38945551,14.03566885,1.142502796,1.273618586,0.483632102,0.933884298,0.620879121,0.869301545,0.708265444,0.163925769,0.049624832,208,1115,765.8938,262.0601,186,954,438.6087,204.6804,327.2851,5026.44,5021.79,2843.59,3527.44,1938.98,93.6044,59.1415,70.2198,48.3326,109.3956,70.8489,69.5275,57.9969,54.5495,60.5737,74.3681,62.5102,68.7582,50.863,69.3297,58.2658,109.3736,69.5422,82.8626,61.4685,65.0055,49.7765,99.1593,60.8972,59100,0.644,0.0034,0.0258,5.79,-3060000,0.0096,494,81800,269000,0.0038,2,3,4,0
483,554,101.9827561,88.26819686,24.79868343,30.17730011,21.78059307,32.24903099,1.385513241,1.713548867,0.692149461,0.871841155,0.594827586,0.77901978,2.28036162,0.178881601,0.134479198,145,944,489.6542,193.7806,91,1065,452.2128,333.6797,37.4415,7084.72,7081.08,4342.45,4367.45,2516.25,57.6946,48.6251,32.8768,42.1661,91.2155,74.6058,47.3744,54.211,45.1022,42.8,50.8325,54.33,46.7328,42.8117,23.8251,34.9087,93.0862,78.277,31.6059,43.1889,34.6379,43.2492,30.7685,36.3551,16600,0.877,0.0007,0.045,7.38,2660000,0.016,389,64200,241000,0.0017,2,3,0,5
497,684,133.9238816,108.4397263,25.15551736,47.29554388,16.28455814,46.84015371,2.904318526,2.871770986,0.93885424,0.726608187,0.480193237,0.531116052,7.229338559,0.314309436,0.190288356,220,1255,652.338,267.1332,37,705,234.2138,106.935,418.1243,1255.37,2642.1,385830.24,401598.28,17.9269,39.4251,39.8349,32.9816,42.4248,67.944,68.1855,27.285,32.1309,28.3729,34.3925,33.4831,31.3761,47.2551,46.4627,33.2406,37.5054,68.6106,67.4594,44.7594,47.8826,45.2522,45.7636,50.3884,50.7757,24500,0.859,0.0006,0.0411,7.63,-984000,0.0145,416,86000,320000,0.0012,0,5,5,4
880,1096,156.6101731,124.4224949,33.47313549,43.660153,28.09252459,44.65422712,1.55415555,2.217927791,0.765499711,0.802919708,0.537240537,0.71432315,3.845564046,0.191245187,0.205527377,129,1081,693.2602,318.8893,122,999,283.2612,157.2345,409.999,3048.44,3584.32,488902.26,503038.5,73.2426,29.5977,33.2832,27.9188,40.3235,89.1972,91.1052,26.9994,38.9866,30.5537,35.5549,26.3651,40.5398,34.2949,39.9954,27.7204,39.9711,89.8913,90.8836,35.0488,41.3572,37.1807,34.5714,35.4884,42.2237,20000,0.91,0.0004,0.0679,8.07,1040000,0.0315,393,110000,420000,0.0011,0,5,5,4
99,99,37.55634919,37.3782036,11.22723096,12.74334885,10.2304175,13.41640786,1.245633313,1.133761429,0.596242377,1,0.825,0.890447272,1.541144545,0.166911437,0.004743421,178,1100,410,164.2335,128,1130,289.8095,241.3453,120.1905,6147.05,2567.73,6144.01,6144.16,2567.38,62.4,57.9377,47.5667,59.6671,132.725,61.5314,51.5417,65.4068,52.6833,63.6972,51.5583,65.5033,68.225,65.9885,40.925,51.8787,132.3833,65.1343,55.0333,59.3225,88.3583,61.5117,58.25,60.4336,31000,0.549,0.0055,0.0384,5.3,-7470000,0.0066,275,30800,93400,0.0076,0,3,2,4
55,55,27.3137085,27.13556291,8.368283872,8.576721105,8.284751069,8.94427191,1.03524186,1.07941584,0.258699506,1,0.859375,0.938630977,0.268521023,0.158557476,0.006522204,191,982,664.8909,244.9713,165,758,450.4444,237.0375,214.4465,7582.34,9155.51,425352.9,416719.16,659.3526,66.4219,62.7823,69.1406,60.9017,108.3125,56.7906,75.4844,67.5891,73.0313,67.3958,78.7031,67.6369,96.1563,67.0882,75.8906,66.9411,102.125,54.9469,120.3438,62.5641,121.4063,72.0387,98.0938,66.1976,59600,0.584,0.0112,0.0289,4.58,17900000,0.011,507,57600,182000,0.0129,3,0,3,2
54,55,27.79898987,27.54705397,8.291859587,9.159593325,7.746519971,9.486832981,1.182413956,1.13881822,0.533615025,0.981818182,0.666666667,0.894238377,0.466724598,0.163472286,0.009062772,17,2688,965.25,871.9683,36,956,319.5556,266.6206,645.6944,2881.63,2882.5,2605.46,1606.57,1364.82,95.679,66.7675,69.0247,62.526,97.2222,73.7192,87.8148,58.4027,112.1852,65.284,86.0617,66.2777,93.8272,66.2346,111.4568,74.3433,107.7778,73.1883,97.0864,63.7064,85.4074,56.5966,85.2469,67.7092,762000,0.471,0.0086,0.0203,4.86,390000000,0.0099,816,680000,1990000,0.0106,0,1,1,2
153,162,47.69848481,46.14619246,13.95727948,14.22083399,13.94121832,15.5241747,1.02005676,1.183335442,0.197327602,0.944444444,0.68,0.902878993,0.500745129,0.160916267,0.03254385,64,900,427.5425,205.1963,198,612,277.4444,77.8617,150.098,4503.25,3578.02,220402.68,219478.1,295.3533,54.1867,51.4177,42.1511,52.0361,131.0756,69.846,45.8089,49.0467,65.3778,56.4624,50.7244,52.1359,75.6889,59.0506,94.4489,65.6984,122.5022,65.4653,77.9689,51.9505,72.0044,52.4777,87.92,55.4457,48700,0.373,0.0028,0.0425,6.01,2290000,0.0187,334,38200,104000,0.0053,4,3,3,0
68,68,30.14213562,29.96399004,9.304852983,9.476493105,9.221108126,9.848857802,1.027695693,1.063234995,0.230591328,1,0.839506173,0.951742556,0.231485343,0.158240892,0.005910185,201,1030,587.1471,286.058,192,593,334.2308,143.8212,252.9163,5869.99,5869.03,3743,3674.52,2635.62,83,53.1432,61.6296,61.9668,108.3704,62.632,67.2963,57.7675,78.2346,57.8974,70.6667,60.4427,67.1111,55.5509,67.7037,59.6432,113.4198,61.6713,93.5062,51.7975,92.2716,49.0892,85.2099,61.5513,78100,0.558,0.0085,0.0265,4.86,14400000,0.0071,400,80700,251000,0.0103,0,3,3,2
570,661,128.2253967,98.2246333,26.93968338,32.07208205,25.21945407,34.66987165,1.271719918,2.295426459,0.617798226,0.862329803,0.664335664,0.742410127,4.99286643,0.182233843,0.233968966,197,1455,1009.9,231.2639,62,1066,447.2535,239.2431,562.65,16858.8,17735.11,1062033.37,1049962.72,571.1517,60.9371,49.3472,34.2389,35.5466,127.2133,82.9405,50.9977,50.9758,48.2914,41.7322,47.3671,47.1456,39.6142,36.2319,27.1177,35.3092,124.7984,81.479,63.5198,57.0779,65.8601,48.6893,57.549,56.2668,54600,0.77,0.0007,0.0309,7.45,-2600000,0.0117,786,119000,423000,0.0015,5,0,4,4
61,64,30.97056275,29.6728821,8.812923024,9.971908272,8.078197449,10.77032961,1.234422448,1.2512915,0.586298024,0.953125,0.7625,0.870603156,1.509156243,0.166013895,0.041900454,198,1098,741.2459,271.204,226,1145,536.4737,272.2695,204.7722,8717.33,10268.03,507363.36,543663.06,878.038,71.7625,55.9718,111.225,71.016,104.7875,59.9926,86.4,55.6864,74.3,59.5509,77.35,50.6115,91.5625,66.8889,87.7,63.6144,111.6875,58.6553,97.325,49.6083,102.9875,58.4064,101.725,57.8628,80500,0.522,0.0086,0.02,4.85,22500000,0.0052,531,72100,220000,0.0097,2,3,3,0
85,91,37.21320344,36.34292848,10.4031419,13.92471381,8.119966511,14.31782106,1.714873306,1.296478516,0.812376373,0.934065934,0.674603175,0.808702808,2.613805343,0.189091797,0.023386188,273,1041,657.5765,199.9,269,716,394.8293,103.4198,262.7472,3766.8,5314.68,421110.57,408297.08,278.0185,104.4841,56.3949,85.6429,54.1146,118.7143,66.449,79.2302,63.0462,64.1111,62.9451,98.5873,59.4899,104.7619,74.9964,98.9444,65.5357,125.1429,62.8631,109.8968,63.7425,74.0556,67.1343,118.3492,70.2645,46700,0.48,0.0052,0.0231,5.36,2060000,0.0058,343,44300,131000,0.0073,2,3,0,1
75,80,34.38477631,32.84376685,9.772050238,11.11409321,8.941158192,11.70469991,1.243026124,1.254472887,0.593968468,0.9375,0.681818182,0.873705775,0.654247961,0.167333926,0.04481662,130,602,368.6667,128.6258,124,359,217.4,62.5672,151.2667,2334.95,2838.58,126803.85,131114.75,296.9816,75.3636,55.7331,66.9091,59.7422,117.9545,64.2379,89.6545,60.3221,78.2909,58.5515,107.6182,60.7682,103.9727,63.6064,92.1727,67.1311,119.9364,64.1808,88.2091,68.9936,104.8636,66.1067,109.0182,71.8179,17100,0.511,0.006,0.0331,5.21,481000,0.008,220,16900,51000,0.0081,2,3,0,1
482,536,94.81118318,86.94329561,24.77299862,30.64336403,21.33101852,32.57299495,1.436563566,1.484096806,0.717939369,0.899253731,0.575866189,0.801280743,2.854237159,0.180415125,0.082984805,49,1085,739.1556,298.4576,15,1115,275.3228,192.9673,463.8328,5566.28,7323.62,534401.82,573911.66,210.3272,49.6631,42.55,36.3369,38.2507,103.6416,89.2861,41.8638,44.8895,57.4636,46.4928,41.6499,48.1346,52.5974,46.4167,25.1541,35.3504,103.8495,91.1563,65.4707,52.774,73.3763,52.9138,65.871,60.7659,50400,0.791,0.0007,0.045,7.4,1190000,0.0155,566,120000,431000,0.0027,5,5,3,0
