Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,SuperscribedDiameter,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
65,70,31.79898987,30.77656054,9.097283683,10.21115538,8.522794483,11.04536102,1.198099449,1.237950923,0.550772736,0.928571429,0.656565657,0.86234898,0.764683079,0.167537551,0.032152887,180,875,478.1692,215.8849,172,464,261.3235,86.3312,216.8457,1993.25,1813.92,232242.53,230465.42,117.3738,104.202,64.5544,90.1414,55.921,103.0808,66.7927,82.1919,65.5617,66.0303,67.6144,74.8182,51.9594,99.8081,64.2207,105.1212,55.9134,108.7475,64.8304,108.4747,71.8072,123.1616,52.0451,98.3838,66.4565,45300,0.527,0.0068,0.0275,5.1,1270000,0.0095,269,45800,139000,0.0077,0,3,3,0
68,69,30.97056275,30.54977648,9.304852983,9.775364733,9.120013977,10.19803903,1.071858525,1.122482081,0.359982785,0.985507246,0.755555556,0.915593504,0.399188356,0.161825132,0.013586652,179,881,472.8382,212.722,157,520,253.5,105.7885,219.3382,3169.26,2687.45,225784.69,217766.26,166.9004,124.6444,60.9202,63.3111,56.5045,110.6333,65.7548,55.8222,54.6512,62.2,57.9475,62.4333,53.7997,50.2,53.4229,53.7111,52.8679,110.9222,65.1824,88.2111,58.0199,89.9667,65.6159,82.4889,54.1301,36100,0.663,0.0076,0.0317,4.98,3350000,0.0087,288,45800,152000,0.0106,0,3,2,0
67,70,31.55634919,30.79903658,9.236181543,9.97949843,8.884263771,10.44030651,1.123278044,1.182738787,0.455469218,0.957142857,0.744444444,0.887585918,1.149648207,0.164042785,0.02399874,171,847,512.2985,208.6628,172,717,294.2609,154.6328,218.0376,3080.78,4725.85,266787.77,289013.61,404.1592,119.1111,62.0082,71.7111,61.3762,113.2333,61.0461,77.0222,73.6786,92.9333,65.0545,87.8889,62.7002,126.4778,63.4652,80.9667,70.2956,117.5333,61.4393,130,65.0454,98.3222,58.0112,97.6778,64.9791,53000,0.449,0.0076,0.0289,4.98,-1100000,0.0082,321,47400,137000,0.0097,0,0,4,2
90,95,36.72792206,35.35576297,10.7047447,11.53343776,10.15879166,12.52996409,1.135315906,1.192725056,0.473465969,0.947368421,0.818181818,0.904756988,0.690456543,0.162190672,0.037360107,138,830,415.3222,197.2164,94,584,289.35,136.0167,125.9722,1985.8,2805.87,221015.34,195564.23,118.3038,67.6545,53.7663,82.1364,61.5286,101.6818,61.3688,62.8091,62.8187,65.1364,68.6855,63.5182,58.8749,80.5182,55.134,84.5455,64.7221,106.5364,63.1559,99.8545,69.1059,92.5364,49.4996,93.2091,63.4704,28600,0.647,0.006,0.0323,5.22,-542000,0.0135,325,36900,121000,0.0075,0,0,2,0
64,65,29.55634919,29.3782036,9.027033337,10.03497109,8.227075542,10.44030651,1.219749477,1.086204855,0.572591986,0.984615385,0.8,0.931835744,1.071216292,0.161834717,0.00602732,190,896,501.6875,214.0774,188,507,304.25,92.3548,197.4375,2369.97,3475.72,261687.41,250208.55,221.2714,66.5,53.5024,82.1125,57.48,107.9375,60.5662,84.0625,68.1035,83.0875,61.2497,90.6,59.5937,98.675,63.5677,86.4875,70.2235,115.425,63.3421,85.3125,62.5313,101.425,56.9181,123.775,57.3049,46000,0.525,0.0087,0.0237,4.85,1860000,0.0079,308,45500,139000,0.0106,0,0,3,0
57,58,28.38477631,28.02848514,8.519075892,9.218252877,8.043594121,10.04987562,1.146036553,1.124828295,0.488484597,0.982758621,0.7125,0.911770355,1.12472847,0.161193998,0.012552192,155,880,454.193,243.8687,154,594,256.9565,121.37,197.2365,2404.13,1745.01,222178.25,223730.77,150.7101,97.0125,66.7989,89.175,63.2251,107.3875,66.4849,66.0625,69.8795,69.975,65.7775,61.675,65.1308,120.95,57.9694,75.025,61.4112,101.2,63.2875,95.9625,54.4646,83.4375,49.6662,119.1125,67.8817,56300,0.542,0.0087,0.0341,4.84,3160000,0.017,279,56900,175000,0.0117,0,0,3,0
139,147,46.627417,44.81880142,13.30339418,15.17953114,12.00092575,16.15549442,1.264863349,1.244680974,0.612333933,0.945578231,0.712820513,0.869569279,0.965833123,0.167164441,0.038788672,272,1086,776.9137,239.9366,266,998,487.4643,165.6927,289.4494,4522.51,10909.11,674222.56,514220.76,388.0959,44.8,41.4561,37.8051,46.2924,119.3487,71.2282,61.8256,51.8061,48.9077,49.5835,77.0667,50.414,67.8564,51.431,77.6462,68.4647,121.3538,70.7825,97.8103,66.0926,90.0769,55.534,92.2103,71.3312,33700,0.758,0.0032,0.0387,5.85,1170000,0.0107,452,64600,227000,0.0058,2,0,5,2
364,381,75.59797975,71.18562222,21.52810243,21.96915603,21.66628426,23.53720459,1.013978944,1.249421951,0.165476263,0.955380577,0.688090737,0.902665152,1.392686871,0.163015972,0.058366077,226,986,502.1429,155.7251,223,1009,549.1879,308.4603,47.045,5814.98,5874.09,354402.02,406257.49,135.387,49.9849,40.1081,30.896,34.4092,127.4915,75.4197,43.206,51.6925,38.5444,50.6079,38.9905,43.5002,63.8204,55.0584,52.2741,54.6038,126.2079,77.0025,62.0605,58.2011,61.3025,46.6343,60.6389,64.8472,11000,0.885,0.0011,0.0527,6.93,-1430000,0.0224,297,42600,161000,0.0021,2,0,5,2
464,515,92.91168825,83.01174202,24.30603112,25.75247217,23.82407936,28.63564213,1.080943015,1.480515159,0.379679354,0.900970874,0.637362637,0.846152787,1.429067321,0.165424288,0.106552215,242,1102,788.1401,265.9315,167,969,393.0038,199.5392,395.1363,7815.23,15284.24,700802.62,647377.37,144.0518,54.8709,43.9362,39.2912,42.1031,120.2225,89.2029,35.1346,38.925,40.478,42.6286,39.0508,39.8644,29.8242,37.6723,24.7473,38.7546,120.5027,89.4214,47.0852,42.1118,93.9121,54.4608,45.5907,42.6724,33100,0.826,0.0008,0.0473,7.26,2730000,0.0188,500,94500,345000,0.0017,5,5,5,3
1095,1195,140.7106781,127.6254968,37.33895153,42.44098414,34.27236441,45.17742799,1.238344213,1.438898397,0.589826613,0.916317992,0.672604423,0.844790637,5.662369671,0.169701223,0.092993521,176,1205,925.2018,269.6477,124,964,300.379,161.6911,624.8228,4764.44,8036.82,939817.92,927342.03,39.7571,24.9134,30.7995,17.3163,29.966,136.2131,95.0868,31.484,38.5629,31.7512,31.6528,31.8176,37.9149,25.5835,27.8244,20.9932,30.9245,136.5872,95.4584,38.1136,39.2596,49.1204,38.5766,40.6689,47.3111,25800,0.907,0.0004,0.0596,8.08,1510000,0.0248,624,138000,528000,0.0009,5,0,0,0
199,208,54.87005769,53.51814858,15.917747,18.29180448,14.34061656,19.6468827,1.275524271,1.203948453,0.620771743,0.956730769,0.748120301,0.873093547,2.883534237,0.168836912,0.024638376,68,3036,1341.98,923.1855,85,1979,544.5821,442.8814,797.3978,16923.19,21166.96,2819834.4,3075514.78,356.8507,53.6466,59.2526,57.6353,60.411,95.4211,71.8689,59.3947,55.687,56.5902,55.2095,64.7669,65.1151,82.8083,57.6492,43.8383,50.0062,93.2368,71.9462,53.9399,56.6695,75.2331,46.9467,61.0977,64.2058,439000,0.739,0.0023,0.017,6.2,-101000000,0.0066,1190,821000,2850000,0.0027,3,1,1,1
226,231,57.11269837,55.90666377,16.96325845,18.75951855,15.60760438,19.92485885,1.201947339,1.148542462,0.554800816,0.978354978,0.743421053,0.908638533,2.482403765,0.163951931,0.02111675,115,1202,770.4027,369.8306,102,888,293.141,213.0577,477.2616,4690.46,6646.79,746692.74,691157.3,85.4977,44.9901,49.8133,38.0197,50.3628,120.0493,79.3352,48.0066,59.803,54.2105,48.4121,55.1053,54.9332,44.3289,36.5502,33.7566,41.9528,120.1184,78.9276,62.7237,59.5859,75.9737,52.8048,69.023,65.7991,62400,0.802,0.002,0.0386,6.34,3570000,0.014,595,152000,548000,0.0029,4,3,3,2
1087,1196,141.7817459,127.6880463,37.20230349,43.0922637,34.1810582,44.72135955,1.260705957,1.471638808,0.608952912,0.908862876,0.667690418,0.837797238,5.803209688,0.173793771,0.09940419,176,1205,937.3772,254.3933,124,813,285.1553,132.4266,652.2219,4764.44,8036.82,939817.92,927342.03,39.7571,29.3323,30.9864,20.1634,29.1237,136.8464,95.5191,24.8772,34.0126,30.2021,32.9761,24.9767,32.062,31.4416,28.6894,23.1824,29.27,137.1499,95.9842,43.516,43.7589,56.274,42.0542,46.4251,50.6323,25800,0.907,0.0004,0.0596,8.08,1510000,0.0248,624,138000,528000,0.0009,0,5,3,3
122,129,43.55634919,42.53715595,12.46335526,15.99885258,10.02849055,15.8113883,1.595340047,1.237465919,0.779159581,0.945736434,0.813333333,0.847291395,2.196515017,0.181284447,0.023399418,176,645,417.3115,110.5007,125,551,305.1786,121.8867,112.1329,3107.82,2811.44,196752.5,165626.16,124.6123,71.7733,61.7507,66.3533,60.7708,127.7467,61.8556,84.3,63.0015,77.6,62.0012,104.68,61.4251,60.6667,61.0749,63.1267,56.8695,127.82,56.7945,97.8867,58.1379,123.44,55.0317,106.3467,61.3427,12500,0.574,0.0043,0.0346,5.57,1060000,0.0134,283,13900,43800,0.0054,0,0,0,2
109,114,41.55634919,39.71867356,11.78062436,12.43593167,11.53666549,13.60147051,1.077948535,1.26077739,0.373356182,0.956140351,0.825757576,0.868254193,0.728212499,0.163463521,0.044221296,186,1073,688.8991,269.1882,215,778,399.7826,174.5183,289.1165,2728.47,6395.24,564675.55,530656.9,229.9948,58.8939,54.8075,41.0909,46.2825,121.7197,62.8815,97.6288,68.7163,68.6667,60.1796,99.7424,67.1112,61.3409,57.4262,61.5909,62.2773,122.7273,64.0976,90.3636,63.1691,90.6818,57.2972,87.7955,61.8399,53400,0.669,0.0049,0.0283,5.42,9790000,0.0083,497,73500,245000,0.0061,3,3,4,2
222,235,60.18376618,57.24945608,16.81247093,17.96026379,16.81187723,19.41648784,1.068308051,1.298362264,0.351841494,0.944680851,0.649122807,0.851177449,1.926476906,0.169635029,0.04875584,205,1128,673.7928,271.6248,197,499,285.9667,64.7332,387.8261,2804.12,4567.04,495801.05,530738.09,76.9028,87.6111,54.781,46.5029,49.6184,106.269,76.7327,50.5029,47.7477,58.8567,45.5351,57.9327,46.0046,49.9708,46.098,42.424,52.1038,104.5614,75.3325,59.3158,46.1053,73.0731,50.0857,63.462,49.1407,40100,0.77,0.0017,0.0352,6.47,-532000,0.0138,373,85800,304000,0.0026,4,4,4,0
297,315,67.9411255,64.32142386,19.44613444,21.24937222,18.10019992,22.84731932,1.173985499,1.2367991,0.523868295,0.942857143,0.744360902,0.902100688,1.18080265,0.163402018,0.053277034,209,1151,841.2593,302.6525,201,1131,553.3039,297.7545,287.9553,8098.94,10132.65,836351.13,884280.86,343.154,32.8271,41.8886,30.6942,46.0286,134.5865,81.1876,43.1855,49.1832,43.416,45.2016,48.4637,48.2907,34.0025,34.9207,29.6216,38.0418,136.2005,81.142,69.2957,57.8248,72.4536,45.7497,60.1604,53.2211,40800,0.808,0.0015,0.0539,6.62,4810000,0.0225,596,102000,370000,0.0032,4,0,4,0
97,104,39.21320344,37.26849674,11.11324596,11.77360739,10.85705288,12.36931688,1.084420194,1.261487776,0.386828276,0.932692308,0.673611111,0.877602491,0.595528548,0.163548171,0.049593161,110,733,414.5773,170.0214,76,551,193.7021,93.4612,220.8752,2508.3,2914.38,204021.66,197720.62,218.1755,109.5,52.447,101.0417,69.6019,106.5556,67.4787,103.0625,59.5083,77.7083,59.0434,105.0208,59.6361,88.4722,58.2756,79.3889,60.5528,108.3056,68.6739,102.2083,65.9006,96.8611,55.945,106.4514,72.2026,29800,0.557,0.0045,0.0339,5.52,1650000,0.0132,298,33100,103000,0.0062,4,4,3,2
96,96,35.79898987,35.79898987,11.05581278,11.81148892,10.45505495,12.08304597,1.129739536,1.062332451,0.465287183,1,0.79338843,0.941324911,0.418349651,0.160255715,7.77E-16,82,2649,1060.88,703.652,93,844,436.36,204.179,624.515,8604.09,6370.66,1711622.82,1568169.02,453.4517,110.3223,60.1572,59.3223,61.539,99.2479,66.8962,45.2397,62.6449,66.0661,51.5507,59.5537,58.9562,87.4876,53.6201,36.7603,50.6141,102.0165,67.7294,74.4463,61.2834,100.7107,58.5456,94.3884,69.223,411000,0.601,0.0054,0.0109,5.33,26100000,0.0021,962,492000,1570000,0.0062,3,1,1,1
415,461,89.01219331,81.0496723,22.98683125,27.75705088,20.27762719,29.15475947,1.368851031,1.519291276,0.682870243,0.90021692,0.681444992,0.793881048,2.838793654,0.177555628,0.089454273,103,1114,661.8916,299.0704,73,673,207.5155,94.063,454.3761,2691.86,4169.28,533961.3,529779.9,73.475,59.4745,44.7039,48.8227,47.6959,103.7044,79.6354,60.7915,48.7279,83.6502,45.3904,59.3908,44.7945,45.5731,44.4537,28.9737,43.1964,103.798,80.6566,75.1248,59.9915,76.2627,44.5098,64.711,52.2868,34200,0.846,0.001,0.0452,7.08,579000,0.02,474,109000,404000,0.0022,5,0,0,0
119,123,42.28427125,40.96346184,12.30916349,12.72695946,12.13364965,14.03566885,1.048897886,1.195641208,0.301767168,0.967479675,0.653846154,0.891176081,0.620359934,0.160994897,0.031236424,146,1114,616.7983,302.9133,154,374,229.3968,48.6911,387.4015,2765.54,2103.71,433670.41,407666.82,84.7677,70.1868,53.6552,53.1758,55.3009,100.011,72.019,67.9066,61.1764,67.2692,50.1811,82.8626,53.7082,47.533,42.5181,42.9505,46.5551,99.8022,72.7361,76.9341,60.5066,74.4341,55.6948,77.4835,59.2468,58300,0.72,0.0035,0.0429,5.77,1070000,0.0191,377,99300,341000,0.0061,2,3,4,2
179,191,53.11269837,50.07737609,15.09668435,16.44549048,14.17420169,17.08800749,1.160241038,1.254104821,0.507095502,0.937172775,0.69921875,0.896973815,0.735592458,0.163650658,0.057148712,126,1087,733.095,279.5065,93,997,344.3636,238.1853,388.7313,5011.62,7451.52,623197.61,609707.85,312.0012,46.8242,40.6348,42.0977,42.0917,123.4492,76.4736,60.0781,51.4728,50.8008,49.5617,71.5117,60.9047,80.6875,46.5127,70.8867,55.4709,121.1367,76.5962,56.1836,50.5403,66.2305,47.5759,52.5664,51.8325,56300,0.727,0.0024,0.0308,6.16,6850000,0.0125,559,98900,342000,0.0036,4,3,4,3
446,501,92.08326112,84.89513069,23.82991475,28.8969869,20.95676895,31.01612484,1.378885599,1.512922425,0.688513709,0.890219561,0.653958944,0.777641018,3.778087405,0.17818881,0.078061206,103,1114,634.083,307.4386,58,673,189.6398,77.5369,444.4431,2673.54,3656.85,493073.67,489092.91,72.0748,69.1965,50.3695,42.5499,42.5281,97.2405,79.2382,32.4853,37.4281,57.6701,39.1857,39.6789,44.0139,69.6437,49.1791,44.7639,49.9876,96.7375,80.4032,36.8211,40.346,51.7595,41.497,39.8431,43.353,34600,0.843,0.0008,0.0469,7.2,1280000,0.0203,453,110000,405000,0.002,0,5,5,3
164,175,51.45584412,48.93887359,14.45030399,17.35869706,12.3330592,17.80449381,1.407493208,1.284741349,0.703714362,0.937142857,0.683333333,0.860489894,1.757479944,0.171784316,0.048915154,181,1110,528.5854,204.5327,142,1653,534.6447,498.7174,6.0594,9933.02,10335.35,377921.53,361427,450.8787,54.6375,45.6687,66.4333,58.8937,131.9125,70.2109,73.0125,63.6406,90.9333,57.7847,67.95,67.9132,68.0875,46.8792,58.5125,59.2928,145.3083,73.5914,38.5042,47.4152,54.5917,55.923,37.6917,41.9317,38600,0.834,0.0026,0.0346,6.08,13500000,0.0112,384,87300,319000,0.0043,0,0,3,0
104,111,40.97056275,38.84376685,11.50725478,13.0244927,10.42036421,13.92838828,1.249907626,1.284401059,0.599921161,0.936936937,0.8,0.866164791,1.485363277,0.165597797,0.051910341,455,901,742.9231,105.6545,458,841,602,99.6879,140.9231,6506.58,15402.01,513425.51,503561.41,538.4434,51.8846,56.9075,54.6,62.4663,124.1231,59.0526,95.8923,67.2979,61.3385,58.5161,99.9,68.8144,95.8154,64.9258,77.8692,61.5246,124.9692,60.3509,112.9154,73.2184,96.8462,67.8533,105.2462,68.8605,11300,0.582,0.005,0.039,5.4,-233000,0.0141,273,13000,41100,0.0068,0,0,3,0
215,230,60.627417,56.99449529,16.5452864,20.62497653,14.02384571,20.61552813,1.470707604,1.360472625,0.733263294,0.934782609,0.767857143,0.831730255,3.059777349,0.180055593,0.059922093,115,924,436.1302,209.6665,167,565,275.9077,91.0121,160.2225,1955.2,2467.45,216196.65,234977.55,96.5729,40.6036,37.5073,33.425,46.4549,108.025,57.9009,41.9607,42.3082,49.2929,41.8728,40.2571,43.5296,51.6679,50.6458,44.8929,53.2288,105.625,57.9968,71.9964,55.5859,75.1179,56.3996,54.8143,50.7161,23700,0.721,0.0022,0.0418,6.24,2040000,0.0155,294,40100,138000,0.0043,0,0,3,0
54,57,28.72792206,27.67950152,8.291859587,9.465073247,7.460424268,9.486832981,1.26870442,1.216199453,0.61541193,0.947368421,0.75,0.885700917,0.546540759,0.165021846,0.036494827,154,726,474.3704,187.7781,153,554,311.0556,150.3891,163.3148,4706.23,4814.6,191448.35,204712.32,387.6477,76.1806,59.108,95.3611,68.4873,112.4028,62.593,73.5139,45.3947,88.7917,65.7738,101.6667,41.1284,69.9167,52.2906,80.9306,60.0052,113.4028,64.2604,111.2222,51.8588,102.9167,57.8429,107.0417,60.4654,28200,0.7,0.0098,0.0362,4.72,5110000,0.0165,298,33900,115000,0.0109,0,0,3,0
95,96,36.97056275,36.61427158,10.99807968,13.46138089,9.168037142,13.60147051,1.46829476,1.144929257,0.732225604,0.989583333,0.811965812,0.890497434,2.401054111,0.172759878,0.009637158,239,1054,739.4632,284.41,226,999,748.8636,259.2855,9.4005,11985,12547.98,649821.13,594163.17,731.3621,63.6068,50.2588,62.0256,54.3191,114.4615,62.5185,96.3077,67.3011,61.0598,58.2144,125.1624,76.7936,44.4957,51.4826,53.9316,53.3138,119.0342,60.6041,72.9829,61.8696,63.4872,61.2597,80.1111,60.237,51500,0.738,0.0056,0.0351,5.29,22300000,0.0126,543,68200,235000,0.0065,3,0,3,2
58,58,28.72792206,28.54977648,8.593479714,10.45922412,7.237861307,10.44030651,1.445071089,1.132323629,0.721890331,1,0.828571429,0.894195403,1.182171732,0.171460494,0.00620113,182,965,510.3276,265.8994,156,365,192.9167,55.6163,317.4109,5903.4,1331.77,274757.27,274673.59,134.8474,87.0857,60.0316,84.2429,67.4753,110.2143,64.0624,76.0286,51.1111,103.5429,59.2667,81.6286,47.1151,55.3714,65.8321,47.4857,61.6753,111.0143,63.1179,103.8286,54.0118,102.2571,44.4951,98.8571,53.3143,71100,0.597,0.0101,0.0309,4.68,-1150000,0.0148,337,70800,227000,0.0101,3,3,2,0
83,90,36.14213562,35.09066623,10.28002345,12.32698717,8.974758069,12.20655562,1.37351749,1.252390216,0.685515841,0.922222222,0.754545455,0.847041578,0.982192571,0.173067943,0.029092619,143,1078,510.6145,321.6977,142,691,339.1481,184.9525,171.4663,2737.5,2825.51,365646.18,361569.02,103.8222,66.7364,66.9539,55.2545,68.0826,98.9273,65.4176,69.9455,51.3321,86.3364,64.2088,78.1091,57.802,72.7,51.7842,59.2364,58.767,109.5,65.6019,94.3364,63.7508,121.4364,50.0362,78.6182,59.6814,75200,0.63,0.0061,0.0369,5.2,9000000,0.0118,371,94200,307000,0.0102,2,3,3,0
79,81,34.38477631,33.55367339,10.02925341,12.23552204,8.387153417,12.64911064,1.458840853,1.190955273,0.728095476,0.975308642,0.731481481,0.881773027,1.836192713,0.171982338,0.024170665,192,1056,549.5823,267.5714,195,684,276.7931,123.7686,272.7892,3259.47,3522.42,322635.62,310043.09,130.1726,59.6296,49.1189,56.0093,55.7944,111.0185,66.7593,52.4907,57.9424,51.6667,57.3285,57.787,58.4848,68.3056,55.0314,72.8148,57.6675,105.2222,66.855,93.2037,53.8171,121.4722,63.0639,82.287,56.7872,46500,0.71,0.0061,0.0344,5.2,2160000,0.0198,313,69800,239000,0.0063,2,3,2,2
103,105,37.79898987,37.29511807,11.45179781,12.40848222,10.70761714,13,1.158846274,1.103858229,0.505328214,0.980952381,0.78030303,0.93055729,0.814935332,0.161381571,0.013330298,200,943,527.1748,254.2793,198,431,272.7586,70.1339,254.4161,2412.36,2741.89,340849.29,349173.75,129.0057,93.0303,58.0268,76.9091,65.3509,108.553,66.0768,63.9394,57.0861,74.6818,61.89,77.5909,58.9999,79.1667,54.3575,60.2121,56.6451,108.0606,65.0551,65.4015,56.1543,86.8182,51.5635,82.4773,57.686,53300,0.604,0.0049,0.0382,5.42,-279000,0.0151,313,65000,208000,0.0071,3,3,3,2
54,54,27.3137085,27.3137085,8.291859587,8.977711628,7.885941535,9.433981132,1.138445116,1.099405022,0.477942638,1,0.84375,0.909582893,0.512542194,0.162176752,6.66E-16,244,1041,743.4444,258.6524,213,967,484.7,307.2885,258.7444,17387.74,10621.19,480424.23,475088.96,1282.95,59.5313,63.2571,50.7188,63.8792,123.7813,61.5278,80.7031,53.7099,69.4375,45.6758,109.4219,69.6113,63.5625,62.3426,70.1719,64.1159,126.0625,59.034,71.0938,66.4355,75.9219,58.8647,74.1719,65.7189,61700,0.705,0.0112,0.03,4.58,13000000,0.0091,516,68500,233000,0.0122,0,3,0,0
367,475,106.3259018,85.33748068,21.6166351,26.2550108,22.05404346,31.01612484,1.19048513,2.451332491,0.542596164,0.772631579,0.538123167,0.633280759,3.895534831,0.199768351,0.197397067,158,1038,640.9918,263.4684,117,895,252.8444,111.7872,388.1474,3786.73,6680.08,389532.78,422591.08,98.0918,45.5191,48.558,45.173,56.9976,91.0601,79.9544,53.2698,48.5211,65.1114,53.7369,60.7977,57.0491,47.1686,49.4059,38.6598,43.3433,89.9282,80.0312,54.9413,58.919,64.8226,55.413,53.5381,55.2357,28900,0.829,0.0008,0.0493,7.19,693000,0.0198,365,83300,304000,0.0018,4,5,5,3
124,141,47.45584412,44.7498812,12.56509863,16.59588503,10.33566607,16.76305461,1.605690907,1.445266235,0.782393129,0.879432624,0.596153846,0.778122146,2.424099379,0.191321939,0.057020647,132,686,358.8468,105.0109,127,424,186.0357,43.4679,172.8111,1606.72,1586.97,124220.13,109857.94,174.73,105.024,65.2122,60.6587,57.6476,124.125,73.1169,51.6827,44.1652,74.7692,53.2208,54.4279,43.6556,78.0769,56.1365,61.024,59.3869,117.2452,76.2396,87.1106,54.0231,99.125,65.5385,83.3365,60.0591,13700,0.549,0.003,0.0518,5.92,326000,0.0202,176,15000,46400,0.0049,2,0,0,2
248,342,91.254834,74.56480955,17.76973289,25.71585608,14.94892684,31.38470965,1.720247638,2.672084661,0.813680994,0.725146199,0.437389771,0.560523363,3.957033317,0.222305696,0.182894689,149,934,451.5524,214.161,117,528,194.1097,60.8505,257.4427,2604.11,2507.6,195901.5,175981.16,131.1949,60.5132,50.297,67.3351,62.9743,68.06,72.0656,37.9683,46.8495,43.6878,43.2024,43.3951,53.1971,65.4709,58.2696,43.2945,46.4663,70.4039,74.1666,74.1411,56.0574,45.4586,45.0398,51.6296,49.9252,21400,0.742,0.0011,0.0597,6.98,791000,0.0256,204,40800,142000,0.0026,5,4,0,2
69,76,32.38477631,31.3159028,9.373021316,10.7578703,8.3514614,11.18033989,1.288142253,1.209547278,0.630349131,0.907894737,0.696969697,0.884156373,1.778315143,0.165590593,0.033005431,131,826,379.4783,204.7634,152,575,259,112.5452,120.4783,2180.38,2320.53,172552.9,150015.8,219.2806,77.2121,61.4539,68.0909,72.6869,103.404,65.3921,108.899,73.3007,82.7071,64.6247,107.8687,62.4689,99.2727,60.5326,76.9293,63.9543,108.5455,66.2867,94.1717,72.385,107.1818,60.3643,84.5051,56.5287,35500,0.571,0.0068,0.039,5.09,2210000,0.0141,236,38900,122000,0.0086,0,3,0,2
51,53,26.97056275,26.54048126,8.058239062,9.239943436,7.171421701,9.486832981,1.288439562,1.135010754,0.630569682,0.962264151,0.708333333,0.909834609,0.867182109,0.164386247,0.01594633,88,880,488.5882,251.6797,35,532,224.7143,155.7896,263.8739,2083.82,3090.46,219870.58,246040.99,160.8085,92.5417,58.243,88.9028,73.3671,119.125,63.0919,66.8472,66.0001,77.4028,64.318,69.625,66.1906,83.4028,68.9647,79.9444,70.6967,112.4167,63.5733,117.7778,72.7415,105.4861,61.3469,84.6528,64.4614,66300,0.542,0.0099,0.0244,4.71,6430000,0.0031,421,64800,200000,0.014,0,2,0,0
98,103,38.38477631,36.92691844,11.17038385,12.06966951,10.64383791,12.36931688,1.13395841,1.196415659,0.471499071,0.951456311,0.742424242,0.903129036,0.872425959,0.163457615,0.037980106,80,869,437.1633,238.9994,66,378,186.2647,88.1501,250.8986,1293.18,1246.64,228155.09,241006.8,67.7727,82.7879,56.3118,61.0682,59.2011,101.0833,67.1075,84.1364,55.1313,89.7197,58.5477,81.5758,61.2602,77.5152,58.9385,69.2121,60.2724,105.0152,65.8287,101.7273,62.4627,87.553,48.4493,83.8333,57.7891,45400,0.625,0.005,0.0332,5.42,-1360000,0.0137,345,58400,189000,0.0079,3,3,2,2
182,200,58.28427125,56.02664236,15.22266722,22.83274387,10.79943185,22.56102835,2.114254173,1.485324995,0.881073148,0.91,0.636363636,0.728604853,3.744875983,0.218164579,0.038734788,129,1133,614.2308,247.6895,107,1021,293.1827,158.615,321.0481,1965.98,5465.58,368867.76,405184.28,132.18,59.3601,53.3071,56.4545,61.5788,115.535,78.4008,53.2902,51.7785,50.2413,52.1947,57.0804,51.8971,70.6888,51.0273,53.2413,59.5741,114.7343,76.1308,69.542,64.9241,57.6399,51.8875,61.7552,53.0673,37300,0.74,0.0021,0.0362,6.27,-242000,0.0123,417,71200,248000,0.0031,3,4,3,4
108,112,40.04163056,39.01261722,11.72646029,13.52962493,10.41906575,14.31782106,1.298544922,1.181380748,0.637931965,0.964285714,0.701298701,0.891709609,1.662042824,0.167211236,0.025698587,32,1055,469.9537,324.3013,35,784,194.1957,202.6305,275.7581,3028.72,2178.58,316583.26,283272.93,171.0727,68.6623,56.2058,53.6299,56.3189,99.1429,71.9751,40.5649,54.5627,42.7532,54.6447,40.039,51.2598,99,70.0352,56.0974,58.5706,92.9091,70.8333,76.6623,66.6802,86.1429,60.6787,61.5584,61.487,65400,0.709,0.0041,0.0326,5.6,9420000,0.0108,392,104000,356000,0.0051,2,2,3,3
113,117,42.04163056,41.20873353,11.99483508,14.48082869,10.53267957,15.29705854,1.374847549,1.2447175,0.686263122,0.965811966,0.684848485,0.836199248,2.941508823,0.175865637,0.019811245,96,984,542.1593,256.3358,48,618,208.0577,126.1912,334.1016,3331.66,2272.65,329674.53,350697.36,78.2735,79.8242,60.937,73.5697,62.2382,110.103,71.8916,58.3333,59.3341,48.9273,60.194,77.2788,56.6424,60.8424,49.1423,38.7939,51.0017,108.0788,69.301,76.1212,59.6147,66.2303,56.7033,86.2242,66.4379,49600,0.683,0.0038,0.0274,5.67,207000,0.011,427,75500,254000,0.0054,2,2,2,3
